logN,q0,delta,depth,dnum_req,ok,err,auxBits,ksTech,QCount,logQ,logQ_bits,dnum,perPart,maxDigitBits,PCount,logP,logP_bits,logQP,logQP_bits,bound_tc128,margin,digits
15,60,47,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,47,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,47,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,47,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,47,11,12,1,,60,HYBRID,12,577,583,12,1,60,1,60,60,637,643,881,244,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,48,11,1,1,,60,HYBRID,12,588,594,1,12,589,10,600,600,1188,1194,881,-307,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,48,11,2,1,,60,HYBRID,12,588,594,2,6,301,6,360,360,948,954,881,-67,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,48,11,3,1,,60,HYBRID,12,588,594,3,4,205,4,240,240,828,834,881,53,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,48,11,4,1,,60,HYBRID,12,588,594,4,3,157,3,180,180,768,774,881,113,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,48,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,48,11,6,1,,60,HYBRID,12,588,594,6,2,109,2,120,120,708,714,881,173,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,48,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,48,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,48,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,48,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,48,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,48,11,12,1,,60,HYBRID,12,588,594,12,1,60,1,60,60,648,654,881,233,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,49,11,1,1,,60,HYBRID,12,599,605,1,12,600,10,600,600,1199,1205,881,-318,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,49,11,2,1,,60,HYBRID,12,599,605,2,6,306,6,360,360,959,965,881,-78,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,49,11,3,1,,60,HYBRID,12,599,605,3,4,208,4,240,240,839,845,881,42,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,49,11,4,1,,60,HYBRID,12,599,605,4,3,159,3,180,180,779,785,881,102,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,49,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,49,11,6,1,,60,HYBRID,12,599,605,6,2,110,2,120,120,719,725,881,162,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,49,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,49,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,49,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,49,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,49,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,49,11,12,1,,60,HYBRID,12,599,605,12,1,60,1,60,60,659,665,881,222,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,50,11,1,1,,60,HYBRID,12,610,616,1,12,611,11,660,660,1270,1276,881,-389,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,50,11,2,1,,60,HYBRID,12,610,616,2,6,311,6,360,360,970,976,881,-89,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,50,11,3,1,,60,HYBRID,12,610,616,3,4,211,4,240,240,850,856,881,31,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,50,11,4,1,,60,HYBRID,12,610,616,4,3,160,3,180,180,790,796,881,91,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,50,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,50,11,6,1,,60,HYBRID,12,610,616,6,2,111,2,120,120,730,736,881,151,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,50,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,50,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,50,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,50,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,50,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,50,11,12,1,,60,HYBRID,12,610,616,12,1,60,1,60,60,670,676,881,211,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,51,11,1,1,,60,HYBRID,12,621,627,1,12,622,11,660,660,1281,1287,881,-400,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,51,11,2,1,,60,HYBRID,12,621,627,2,6,316,6,360,360,981,987,881,-100,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,51,11,3,1,,60,HYBRID,12,621,627,3,4,214,4,240,240,861,867,881,20,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,51,11,4,1,,60,HYBRID,12,621,627,4,3,163,3,180,180,801,807,881,80,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,51,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,51,11,6,1,,60,HYBRID,12,621,627,6,2,112,2,120,120,741,747,881,140,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,51,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,51,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,51,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,51,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,51,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,51,11,12,1,,60,HYBRID,12,621,627,12,1,60,1,60,60,681,687,881,200,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,52,11,1,1,,60,HYBRID,12,632,638,1,12,632,11,660,660,1292,1298,881,-411,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,52,11,2,1,,60,HYBRID,12,632,638,2,6,320,6,360,360,992,998,881,-111,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,52,11,3,1,,60,HYBRID,12,632,638,3,4,217,4,240,240,872,878,881,9,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,52,11,4,1,,60,HYBRID,12,632,638,4,3,164,3,180,180,812,818,881,69,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,52,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,52,11,6,1,,60,HYBRID,12,632,638,6,2,113,2,120,120,752,758,881,129,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,52,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,52,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,52,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,52,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,52,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,52,11,12,1,,60,HYBRID,12,632,638,12,1,60,1,60,60,692,698,881,189,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,53,11,1,1,,60,HYBRID,12,643,649,1,12,644,11,660,660,1303,1309,881,-422,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,53,11,2,1,,60,HYBRID,12,643,649,2,6,326,6,360,360,1003,1009,881,-122,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,53,11,3,1,,60,HYBRID,12,643,649,3,4,220,4,240,240,883,889,881,-2,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,53,11,4,1,,60,HYBRID,12,643,649,4,3,167,3,180,180,823,829,881,58,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,53,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,53,11,6,1,,60,HYBRID,12,643,649,6,2,114,2,120,120,763,769,881,118,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,53,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,53,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,53,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,53,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,53,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,53,11,12,1,,60,HYBRID,12,643,649,12,1,60,1,60,60,703,709,881,178,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,54,11,1,1,,60,HYBRID,12,654,660,1,12,654,11,660,660,1314,1320,881,-433,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,54,11,2,1,,60,HYBRID,12,654,660,2,6,330,6,360,360,1014,1020,881,-133,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,54,11,3,1,,60,HYBRID,12,654,660,3,4,223,4,240,240,894,900,881,-13,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,54,11,4,1,,60,HYBRID,12,654,660,4,3,168,3,180,180,834,840,881,47,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,54,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,54,11,6,1,,60,HYBRID,12,654,660,6,2,115,2,120,120,774,780,881,107,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,54,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,54,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,54,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,54,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,54,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,54,11,12,1,,60,HYBRID,12,654,660,12,1,60,1,60,60,714,720,881,167,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,55,11,1,1,,60,HYBRID,12,665,671,1,12,665,12,720,720,1385,1391,881,-504,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,55,11,2,1,,60,HYBRID,12,665,671,2,6,336,6,360,360,1025,1031,881,-144,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,55,11,3,1,,60,HYBRID,12,665,671,3,4,226,4,240,240,905,911,881,-24,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,55,11,4,1,,60,HYBRID,12,665,671,4,3,170,3,180,180,845,851,881,36,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,55,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,55,11,6,1,,60,HYBRID,12,665,671,6,2,116,2,120,120,785,791,881,96,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,55,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,55,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,55,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,55,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,55,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,55,11,12,1,,60,HYBRID,12,665,671,12,1,60,1,60,60,725,731,881,156,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,56,11,1,1,,60,HYBRID,12,676,682,1,12,677,12,720,720,1396,1402,881,-515,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,56,11,2,1,,60,HYBRID,12,676,682,2,6,341,6,360,360,1036,1042,881,-155,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,56,11,3,1,,60,HYBRID,12,676,682,3,4,229,4,240,240,916,922,881,-35,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,56,11,4,1,,60,HYBRID,12,676,682,4,3,173,3,180,180,856,862,881,25,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,56,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,56,11,6,1,,60,HYBRID,12,676,682,6,2,117,2,120,120,796,802,881,85,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
15,60,56,11,7,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 7 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,56,11,8,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 8 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,56,11,9,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 9 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,56,11,10,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 10 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,56,11,11,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 11 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,56,11,12,1,,60,HYBRID,12,676,682,12,1,60,1,60,60,736,742,881,145,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
15,60,57,11,1,1,,60,HYBRID,12,687,693,1,12,688,12,720,720,1407,1413,881,-526,L11=1;L10=1;L9=1;L8=1;L7=1;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,57,11,2,1,,60,HYBRID,12,687,693,2,6,346,6,360,360,1047,1053,881,-166,L11=2;L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1
15,60,57,11,3,1,,60,HYBRID,12,687,693,3,4,232,4,240,240,927,933,881,-46,L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
15,60,57,11,4,1,,60,HYBRID,12,687,693,4,3,175,3,180,180,867,873,881,14,L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
15,60,57,11,5,0,/data/yja/openfhe-src/src/pke/lib/schemerns/rns-cryptoparameters.cpp:l.91:PrecomputeCRTTables(): HYBRID key switching parameters: Can't appropriately distribute 12 towers into 5 digits. Please select different number of digits.,,,,,,,,,,,,,,,
15,60,57,11,6,1,,60,HYBRID,12,687,693,6,2,118,2,120,120,807,813,881,74,L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
