preset,logN,depth,delta,mode,library,dnum,PCount,logP,logQP,margin,level,digit,op,mean_us,std_us,cv,reps
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,mul_cc_rlk,4219.706,1787.391,0.4235818798750434,30
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,relin,3925.37,1616.401,0.41178309305874355,30
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,rescale,904.288,58.063,0.06420852648713685,30
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,rot1,3994.164,1897.016,0.4749469475965433,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,add_cc,363.604,1097.828,3.0192957173188413,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,add_cp,134.429,4.007,0.029807556405239938,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,mul_cp,325.447,10.625,0.032647404953802,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,mul_cc,719.066,18.297,0.025445508479054774,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,mul_cc_rlk,13327.99,255.262,0.019152325294361717,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,relin,12597.688,289.776,0.023002315980519602,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,rescale,2259.536,22.015,0.009743150806183216,30
B,14,6,42,mt,lattigo,4,2,120,432,6,6,4,rot1,12572.757,166.5,0.01324291879656944,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,add_cc,139.228,6.358,0.045666101646220585,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,add_cp,127.876,4.446,0.034768056554787444,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,mul_cp,289.54,13.898,0.048000276300338464,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,mul_cc,597.859,15.623,0.02613157951958572,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,mul_cc_rlk,10829.123,2112.046,0.19503389147948544,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,relin,9205.968,67.474,0.007329375900502804,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,rescale,1993.072,279.375,0.1401730594780319,30
B,14,6,42,mt,lattigo,4,2,120,432,6,5,3,rot1,9216.882,50.994,0.005532673630843923,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,add_cc,114.985,5.385,0.04683219550376136,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,add_cp,94.291,7.544,0.08000763593556119,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,mul_cp,231.504,9.082,0.039230423664385936,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,mul_cc,486.695,13.287,0.02730046538386464,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,mul_cc_rlk,8682.084,205.167,0.02363107751549052,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,relin,8125.781,88.91,0.010941717479218306,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,rescale,1618.651,22.523,0.013914673391608196,30
B,14,6,42,mt,lattigo,4,2,120,432,6,4,3,rot1,8140.139,33.295,0.004090224994929448,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,add_cc,90.133,6.706,0.07440116272619353,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,add_cp,66.969,3.068,0.04581224148486614,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,mul_cp,181.564,5.052,0.02782489920909431,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,mul_cc,392.221,9.866,0.025154186032874323,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,mul_cc_rlk,5942.513,93.645,0.015758484668018394,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,relin,5517.225,54.111,0.009807647866454602,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,rescale,1291.774,18.72,0.01449169901236594,30
B,14,6,42,mt,lattigo,4,2,120,432,6,3,2,rot1,5543.552,137.764,0.02485121452815812,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,add_cc,62.122,3.871,0.06231286822703712,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,add_cp,42.231,3.762,0.08908148042906869,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,mul_cp,157.368,4.733,0.030076000203345023,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,mul_cc,317.53,29.399,0.09258652725726704,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,mul_cc_rlk,4977.083,30.614,0.006150992458835829,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,relin,4687.637,129.421,0.02760900641410587,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,rescale,971.292,18.217,0.018755430910580958,30
B,14,6,42,mt,lattigo,4,2,120,432,6,2,2,rot1,4672.804,19.166,0.004101605802426123,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,add_cc,34.238,3.791,0.11072492552135055,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,add_cp,22.066,1.321,0.05986585697453095,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,mul_cp,91.501,3.829,0.041846537196314794,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,mul_cc,192.589,7.296,0.03788378360134795,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,mul_cc_rlk,2916.437,28.615,0.009811629738615988,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,relin,2704.555,22.078,0.00816326530612245,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,rescale,647.057,12.01,0.018560961399073032,30
B,14,6,42,mt,lattigo,4,2,120,432,6,1,1,rot1,2737.151,94.653,0.03458084701940083,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,add_cc,279.323,15.06,0.053916075654349985,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,add_cp,177.97,6.915,0.0388548631791875,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,mul_cp,819.125,11.239,0.013720738593010836,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,mul_cc,1672.414,27.761,0.016599358771213348,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,mul_cc_rlk,15671.62,93.925,0.005993317857375306,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,relin,14070.235,50.522,0.0035907005106879876,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,rescale,2609.499,47.384,0.01815827482593402,30
B,14,6,42,mt,seal,7,1,60,372,66,6,7,rot1,14208.719,177.969,0.012525337435415536,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,add_cc,238.154,11.298,0.0474398918346952,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,add_cp,145.612,6.54,0.044913880724116145,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,mul_cp,696.55,16.604,0.023837484746249374,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,mul_cc,1428.054,12.811,0.00897094927782843,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,mul_cc_rlk,12206.147,71.452,0.005853771874122112,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,relin,10968.173,54.978,0.005012502993889684,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,rescale,2191.239,17.398,0.007939800268250063,30
B,14,6,42,mt,seal,7,1,60,372,66,5,6,rot1,10999.063,45.094,0.00409980377419422,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,add_cc,195.754,9.194,0.04696711178315642,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,add_cp,121.004,3.895,0.03218901854484149,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,mul_cp,571.338,12.236,0.02141639449852802,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,mul_cc,1188.925,14.894,0.012527283049813908,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,mul_cc_rlk,9317.667,29.734,0.0031911421603712607,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,relin,8251.645,25.687,0.003112955053204543,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,rescale,1799.855,29.86,0.01659022532370663,30
B,14,6,42,mt,seal,7,1,60,372,66,4,5,rot1,8286.772,21.695,0.0026180278641671326,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,add_cc,142.607,6.478,0.04542554012075144,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,add_cp,89.141,5.243,0.05881693048092348,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,mul_cp,450.681,25.565,0.0567252668739086,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,mul_cc,944.17,6.504,0.006888589978499634,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,mul_cc_rlk,6790.278,32.809,0.004831760938211955,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,relin,5933.472,14.649,0.002468874884721795,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,rescale,1402.744,14.743,0.010510114461370002,30
B,14,6,42,mt,seal,7,1,60,372,66,3,4,rot1,5984.257,24.229,0.004048790016872604,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,add_cc,96.502,6.542,0.0677913411121013,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,add_cp,55.487,2.285,0.04118081712833637,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,mul_cp,321.125,7.957,0.02477851304009342,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,mul_cc,696.645,9.661,0.013867895413015236,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,mul_cc_rlk,4641.0,46.452,0.010009049773755656,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,relin,3987.372,27.003,0.006772129613188837,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,rescale,1019.088,9.681,0.00949967029343884,30
B,14,6,42,mt,seal,7,1,60,372,66,2,3,rot1,4012.929,20.641,0.005143624519646372,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,add_cc,61.715,4.287,0.0694644737908126,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,add_cp,33.348,1.531,0.04590979968813722,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,mul_cp,210.314,5.643,0.026831309375505197,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,mul_cc,451.973,6.615,0.014635830016394786,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,mul_cc_rlk,2817.39,24.366,0.008648429929828672,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,relin,2391.207,16.199,0.006774403052516993,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,rescale,645.781,10.208,0.015807216378307818,30
B,14,6,42,mt,seal,7,1,60,372,66,1,2,rot1,2413.427,13.943,0.0057772619598603974,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,add_cc,1159.094,16.833,0.014522549508495426,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,add_cp,1104.017,99.154,0.08981202282211233,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,mul_cp,2304.977,19.703,0.008548024557294932,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,mul_cc,7070.827,112.754,0.0159463666696979,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,mul_cc_rlk,64434.694,781.557,0.012129443805537432,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,relin,60164.042,410.632,0.006825206325067056,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,rescale,12643.432,18.21,0.0014402734953610696,30
C,15,10,48,1t,openfhe,2,5,300,840,41,10,2,rot1,58530.232,495.221,0.008460943739296983,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,add_cc,1034.602,15.359,0.014845322162532064,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,add_cp,972.395,13.084,0.0134554373479913,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,mul_cp,2088.519,18.432,0.008825392538923515,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,mul_cc,6255.591,33.259,0.005316683907243935,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,mul_cc_rlk,59577.791,438.849,0.007365983072450605,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,relin,55925.191,417.016,0.007456675472060525,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,rescale,11309.77,30.61,0.002706509504614152,30
C,15,10,48,1t,openfhe,2,5,300,840,41,9,2,rot1,54601.188,540.752,0.00990366729749543,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,add_cc,932.655,12.581,0.01348944679436662,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,add_cp,877.279,23.873,0.027212551537196265,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,mul_cp,1881.192,18.583,0.009878311198431631,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,mul_cc,5604.096,135.143,0.024115040142067518,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,mul_cc_rlk,54738.842,492.019,0.008988480245891939,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,relin,51889.228,630.85,0.012157629325300427,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,rescale,10292.565,99.752,0.009691656064353248,30
C,15,10,48,1t,openfhe,2,5,300,840,41,8,2,rot1,50996.176,1045.727,0.02050598852745351,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,add_cc,826.006,16.793,0.02033036079641068,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,add_cp,776.756,12.212,0.015721796806204266,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,mul_cp,1673.774,28.096,0.016786017706094135,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,mul_cc,4956.654,101.745,0.020526952254484577,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,mul_cc_rlk,50119.276,375.95,0.00750110596170623,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,relin,47253.751,358.522,0.00758716487924948,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,rescale,8972.636,23.069,0.0025710393244527023,30
C,15,10,48,1t,openfhe,2,5,300,840,41,7,2,rot1,46074.68,497.709,0.010802223694228587,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,add_cc,718.122,10.644,0.014821994034439831,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,add_cp,677.565,14.058,0.020747824931925347,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,mul_cp,1477.716,90.389,0.06116804582206595,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,mul_cc,4309.484,23.2,0.005383475144588075,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,mul_cc_rlk,45271.095,363.49,0.008029185068309038,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,relin,43038.863,327.246,0.007603500120344722,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,rescale,7922.083,27.141,0.003425992885961937,30
C,15,10,48,1t,openfhe,2,5,300,840,41,6,2,rot1,42238.674,460.83,0.010910143628088325,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,add_cc,613.74,11.664,0.019004790302082315,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,add_cp,574.281,10.783,0.018776522294834758,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,mul_cp,1249.276,18.345,0.014684505265449746,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,mul_cc,3678.108,13.934,0.003788360755040363,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,mul_cc_rlk,30615.824,284.282,0.009285459702146184,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,relin,28600.963,247.08,0.00863886995693117,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,rescale,6614.669,64.577,0.009762695608805218,30
C,15,10,48,1t,openfhe,2,5,300,840,41,5,1,rot1,27659.505,134.226,0.004852798341835835,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,add_cc,507.612,10.22,0.02013348778200673,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,add_cp,457.586,10.217,0.022328043253071556,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,mul_cp,1056.735,86.832,0.08217008048375421,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,mul_cc,3069.321,47.197,0.015377016610514183,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,mul_cc_rlk,27504.111,192.719,0.0070069161660960425,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,relin,25543.543,174.846,0.006845017545138511,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,rescale,5595.077,67.227,0.012015384238679825,30
C,15,10,48,1t,openfhe,2,5,300,840,41,4,1,rot1,24975.381,224.91,0.009005268027743,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,add_cc,397.079,10.048,0.025304788215946953,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,add_cp,351.698,11.183,0.031797166887500075,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,mul_cp,834.382,90.326,0.10825497194330654,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,mul_cc,1938.61,19.394,0.010004075084725653,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,mul_cc_rlk,23070.464,166.995,0.007238476001176223,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,relin,22273.254,159.101,0.0071431412760793725,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,rescale,4232.674,24.774,0.005853037583333846,30
C,15,10,48,1t,openfhe,2,5,300,840,41,3,1,rot1,21337.158,356.401,0.016703302286087022,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,add_cc,295.389,8.02,0.027150638649374212,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,add_cp,232.929,7.119,0.03056296124570148,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,mul_cp,606.182,12.839,0.021180107624442824,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,mul_cc,1447.95,19.584,0.013525328913291204,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,mul_cc_rlk,19111.114,138.744,0.0072598593676956764,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,relin,18454.402,85.026,0.004607356011861018,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,rescale,3182.658,62.318,0.019580489012642893,30
C,15,10,48,1t,openfhe,2,5,300,840,41,2,1,rot1,17668.713,90.155,0.005102522181440154,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,add_cc,183.542,5.851,0.0318782621961186,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,add_cp,149.429,5.919,0.03961078505510978,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,mul_cp,388.198,9.182,0.023652878170418192,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,mul_cc,950.517,15.511,0.016318487728257357,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,mul_cc_rlk,15600.844,115.119,0.007379023852812066,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,relin,14705.098,133.867,0.009103441541158039,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,rescale,1866.23,20.095,0.010767697443509106,30
C,15,10,48,1t,openfhe,2,5,300,840,41,1,1,rot1,14886.656,93.902,0.006307796727485339,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,add_cc,531.164,12.542,0.02361229300178476,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,add_cp,431.04,11.33,0.026285263548626578,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,mul_cp,1061.413,17.074,0.016086104089548556,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,mul_cc,2361.864,23.16,0.00980581439066771,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,mul_cc_rlk,43637.735,317.111,0.0072668987059021275,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,relin,39667.503,169.038,0.004261372337956338,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,rescale,7467.109,90.197,0.012079239770036837,30
C,15,10,48,1t,lattigo,3,4,240,780,101,10,3,rot1,39625.579,309.472,0.007809904809214271,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,add_cc,476.245,12.266,0.025755650977963025,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,add_cp,390.381,9.274,0.023756279122190884,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,mul_cp,950.937,16.35,0.017193568028165906,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,mul_cc,2107.422,95.756,0.045437506109360155,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,mul_cc_rlk,39971.27,285.318,0.007138076923750484,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,relin,36676.027,348.721,0.009508145470609453,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,rescale,6787.482,84.018,0.012378375368067275,30
C,15,10,48,1t,lattigo,3,4,240,780,101,9,3,rot1,36560.165,197.494,0.00540189028140327,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,add_cc,468.272,10.994,0.023477807769843168,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,add_cp,369.014,10.049,0.027232029137105908,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,mul_cp,1032.631,15.758,0.015260049330302885,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,mul_cc,2044.394,179.609,0.08785439597259628,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,mul_cc_rlk,38271.44,341.93,0.008934338504116908,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,relin,35313.052,246.155,0.006970652097700306,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,rescale,6098.774,31.126,0.005103648700542109,30
C,15,10,48,1t,lattigo,3,4,240,780,101,8,3,rot1,35349.551,253.228,0.007163542190394442,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,add_cc,430.652,14.645,0.03400657607534622,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,add_cp,333.61,7.774,0.02330265879320164,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,mul_cp,925.607,15.276,0.016503764556663896,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,mul_cc,2014.837,20.177,0.010014209586184887,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,mul_cc_rlk,27948.148,761.241,0.02723761875026567,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,relin,24911.758,371.937,0.014930178753342096,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,rescale,5426.024,15.636,0.002881668050122889,30
C,15,10,48,1t,lattigo,3,4,240,780,101,7,2,rot1,24776.465,133.927,0.0054054119504134265,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,add_cc,331.267,7.987,0.02411046074616548,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,add_cp,273.498,6.512,0.023810046142933403,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,mul_cp,653.369,12.59,0.019269356213716903,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,mul_cc,1435.778,20.146,0.014031417113230598,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,mul_cc_rlk,24355.205,129.934,0.00533495817423832,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,relin,22453.536,189.358,0.008433326492539972,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,rescale,4750.986,70.705,0.0148821739318954,30
C,15,10,48,1t,lattigo,3,4,240,780,101,6,2,rot1,22341.746,116.982,0.005236027658715662,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,add_cc,316.648,8.435,0.02663841236957126,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,add_cp,243.209,8.581,0.035282411423919344,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,mul_cp,685.296,15.323,0.02235968107212066,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,mul_cc,1348.981,145.693,0.10800226244847037,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,mul_cc_rlk,21676.985,274.653,0.01267025834081631,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,relin,19984.737,127.301,0.006369911197730548,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,rescale,4080.104,43.289,0.010609778574271637,30
C,15,10,48,1t,lattigo,3,4,240,780,101,5,2,rot1,20042.917,180.901,0.009025682239765798,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,add_cc,256.264,8.957,0.03495223675584554,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,add_cp,196.99,4.744,0.02408244073303213,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,mul_cp,566.178,14.465,0.025548502414435036,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,mul_cc,1239.364,18.128,0.014626857000848823,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,mul_cc_rlk,20052.911,620.407,0.030938500649606435,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,relin,18024.565,166.92,0.009260695056995828,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,rescale,3389.755,12.989,0.0038318403542438907,30
C,15,10,48,1t,lattigo,3,4,240,780,101,4,2,rot1,18053.646,247.182,0.013691528016002971,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,add_cc,197.585,5.005,0.025330870258369814,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,add_cp,157.279,8.969,0.05702604925005881,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,mul_cp,442.598,9.318,0.021052964541186357,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,mul_cc,981.589,18.436,0.018781791564493895,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,mul_cc_rlk,13246.839,328.133,0.024770664156180955,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,relin,11787.991,105.963,0.008989063530842532,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,rescale,2719.046,26.145,0.009615504849862783,30
C,15,10,48,1t,lattigo,3,4,240,780,101,3,1,rot1,11774.227,142.438,0.012097439602616798,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,add_cc,143.052,4.637,0.032414786231580124,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,add_cp,115.326,4.328,0.03752839775939511,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,mul_cp,331.114,9.871,0.029811484866239427,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,mul_cc,737.509,95.862,0.12998078667514565,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,mul_cc_rlk,10855.838,290.039,0.02671732942219661,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,relin,10108.1,22.385,0.00221456059991492,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,rescale,2043.661,18.87,0.009233429614794234,30
C,15,10,48,1t,lattigo,3,4,240,780,101,2,1,rot1,10131.139,89.752,0.00885902364975942,30
C,15,10,48,1t,lattigo,3,4,240,780,101,1,1,add_cc,92.538,3.577,0.03865439062871469,30
C,15,10,48,1t,lattigo,3,4,240,780,101,1,1,add_cp,66.071,2.641,0.0399721511707103,30
C,15,10,48,1t,lattigo,3,4,240,780,101,1,1,mul_cp,213.292,5.238,0.02455788308984866,30
