library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
openfhe,16,32768,59,52,6,21,3,4,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,21,4,3,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,20,3,3,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,18,2,2,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,16,1,1,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,5,22,4,4,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,21,3,4,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,21,4,3,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,20,3,3,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,18,2,2,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,16,1,1,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,5,22,4,4,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,21,3,4,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,21,4,3,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,20,3,3,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,18,2,2,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,16,1,1,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1463 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,5,22,4,4,14,512,28,1463,5,300,1763,6,319,300,619,6,267,-16,,,7,,52,0,logQP_boot 1763 > 1747
openfhe,16,32768,59,52,6,21,3,4,14,512,28,1463,5,300,1763,7,371,300,671,6,267,-16,,,7,,52,0,logQP_boot 1763 > 1747
openfhe,16,32768,59,52,6,21,4,3,14,512,28,1463,5,300,1763,7,371,300,671,6,267,-16,,,7,,52,0,logQP_boot 1763 > 1747
openfhe,16,32768,59,52,7,20,3,3,14,512,28,1463,5,300,1763,8,423,300,723,6,267,-16,,,7,,52,0,logQP_boot 1763 > 1747
openfhe,16,32768,59,52,9,18,2,2,14,512,28,1463,5,300,1763,10,527,300,827,6,267,-16,,,7,,52,0,logQP_boot 1763 > 1747
openfhe,16,32768,59,52,11,16,1,1,14,512,28,1463,5,300,1763,12,631,300,931,6,267,-16,,,7,,52,0,logQP_boot 1763 > 1747
openfhe,16,32768,59,52,5,22,4,4,14,512,28,1463,4,240,1703,6,319,240,559,7,216,44,,,7,,52,1,
openfhe,16,32768,59,52,6,21,3,4,14,512,28,1463,4,240,1703,7,371,240,611,7,216,44,,,7,,52,1,
openfhe,16,32768,59,52,6,21,4,3,14,512,28,1463,4,240,1703,7,371,240,611,7,216,44,,,7,,52,1,
openfhe,16,32768,59,52,7,20,3,3,14,512,28,1463,4,240,1703,8,423,240,663,7,216,44,,,7,,52,1,
openfhe,16,32768,59,52,9,18,2,2,14,512,28,1463,4,240,1703,10,527,240,767,7,216,44,,,7,,52,1,
openfhe,16,32768,59,52,11,16,1,1,14,512,28,1463,4,240,1703,12,631,240,871,7,216,44,,,7,,52,1,
openfhe,16,32768,59,52,5,22,4,4,14,512,28,1463,3,180,1643,6,319,180,499,10,163,104,,,7,,52,1,
openfhe,16,32768,59,52,6,21,3,4,14,512,28,1463,3,180,1643,7,371,180,551,10,163,104,,,7,,52,1,
openfhe,16,32768,59,52,6,21,4,3,14,512,28,1463,3,180,1643,7,371,180,551,10,163,104,,,7,,52,1,
openfhe,16,32768,59,52,7,20,3,3,14,512,28,1463,3,180,1643,8,423,180,603,10,163,104,,,7,,52,1,
openfhe,16,32768,59,52,9,18,2,2,14,512,28,1463,3,180,1643,10,527,180,707,10,163,104,,,7,,52,1,
openfhe,16,32768,59,52,11,16,1,1,14,512,28,1463,3,180,1643,12,631,180,811,10,163,104,,,7,,52,1,
openfhe,16,32768,59,52,5,22,4,4,14,512,28,1463,2,120,1583,6,319,120,439,14,112,164,,,7,,52,1,
openfhe,16,32768,59,52,6,21,3,4,14,512,28,1463,2,120,1583,7,371,120,491,14,112,164,,,7,,52,1,
openfhe,16,32768,59,52,6,21,4,3,14,512,28,1463,2,120,1583,7,371,120,491,14,112,164,,,7,,52,1,
openfhe,16,32768,59,52,7,20,3,3,14,512,28,1463,2,120,1583,8,423,120,543,14,112,164,,,7,,52,1,
openfhe,16,32768,59,52,9,18,2,2,14,512,28,1463,2,120,1583,10,527,120,647,14,112,164,,,7,,52,1,
openfhe,16,32768,59,52,11,16,1,1,14,512,28,1463,2,120,1583,12,631,120,751,14,112,164,,,7,,52,1,
openfhe,16,32768,59,52,5,22,4,4,14,512,28,1463,1,60,1523,6,319,60,379,28,59,224,,,7,,52,1,
openfhe,16,32768,59,52,6,21,3,4,14,512,28,1463,1,60,1523,7,371,60,431,28,59,224,,,7,,52,1,
openfhe,16,32768,59,52,6,21,4,3,14,512,28,1463,1,60,1523,7,371,60,431,28,59,224,,,7,,52,1,
openfhe,16,32768,59,52,7,20,3,3,14,512,28,1463,1,60,1523,8,423,60,483,28,59,224,,,7,,52,1,
openfhe,16,32768,59,52,9,18,2,2,14,512,28,1463,1,60,1523,10,527,60,587,28,59,224,,,7,,52,1,
openfhe,16,32768,59,52,11,16,1,1,14,512,28,1463,1,60,1523,12,631,60,691,28,59,224,,,7,,52,1,
openfhe,16,32768,59,52,6,22,4,4,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,3,4,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,4,3,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,20,3,3,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,10,18,2,2,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,12,16,1,1,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,22,4,4,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,3,4,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,4,3,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,20,3,3,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,10,18,2,2,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,12,16,1,1,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,22,4,4,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,3,4,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,4,3,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,20,3,3,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,10,18,2,2,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,12,16,1,1,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,22,4,4,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,3,4,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,4,3,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,20,3,3,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,10,18,2,2,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,12,16,1,1,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,22,4,4,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,3,4,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,4,3,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,20,3,3,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,10,18,2,2,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,12,16,1,1,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,22,4,4,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,3,4,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,21,4,3,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,20,3,3,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,10,18,2,2,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,12,16,1,1,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1515 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,6,22,4,4,14,512,29,1515,4,240,1755,7,371,240,611,8,215,-8,,,7,,52,0,logQP_boot 1755 > 1747
openfhe,16,32768,59,52,7,21,3,4,14,512,29,1515,4,240,1755,8,423,240,663,8,215,-8,,,7,,52,0,logQP_boot 1755 > 1747
openfhe,16,32768,59,52,7,21,4,3,14,512,29,1515,4,240,1755,8,423,240,663,8,215,-8,,,7,,52,0,logQP_boot 1755 > 1747
openfhe,16,32768,59,52,8,20,3,3,14,512,29,1515,4,240,1755,9,475,240,715,8,215,-8,,,7,,52,0,logQP_boot 1755 > 1747
openfhe,16,32768,59,52,10,18,2,2,14,512,29,1515,4,240,1755,11,579,240,819,8,215,-8,,,7,,52,0,logQP_boot 1755 > 1747
openfhe,16,32768,59,52,12,16,1,1,14,512,29,1515,4,240,1755,13,683,240,923,8,215,-8,,,7,,52,0,logQP_boot 1755 > 1747
openfhe,16,32768,59,52,6,22,4,4,14,512,29,1515,3,180,1695,7,371,180,551,10,163,52,,,7,,52,1,
openfhe,16,32768,59,52,7,21,3,4,14,512,29,1515,3,180,1695,8,423,180,603,10,163,52,,,7,,52,1,
openfhe,16,32768,59,52,7,21,4,3,14,512,29,1515,3,180,1695,8,423,180,603,10,163,52,,,7,,52,1,
openfhe,16,32768,59,52,8,20,3,3,14,512,29,1515,3,180,1695,9,475,180,655,10,163,52,,,7,,52,1,
openfhe,16,32768,59,52,10,18,2,2,14,512,29,1515,3,180,1695,11,579,180,759,10,163,52,,,7,,52,1,
openfhe,16,32768,59,52,12,16,1,1,14,512,29,1515,3,180,1695,13,683,180,863,10,163,52,,,7,,52,1,
openfhe,16,32768,59,52,6,22,4,4,14,512,29,1515,2,120,1635,7,371,120,491,15,111,112,,,7,,52,1,
openfhe,16,32768,59,52,7,21,3,4,14,512,29,1515,2,120,1635,8,423,120,543,15,111,112,,,7,,52,1,
openfhe,16,32768,59,52,7,21,4,3,14,512,29,1515,2,120,1635,8,423,120,543,15,111,112,,,7,,52,1,
openfhe,16,32768,59,52,8,20,3,3,14,512,29,1515,2,120,1635,9,475,120,595,15,111,112,,,7,,52,1,
openfhe,16,32768,59,52,10,18,2,2,14,512,29,1515,2,120,1635,11,579,120,699,15,111,112,,,7,,52,1,
openfhe,16,32768,59,52,12,16,1,1,14,512,29,1515,2,120,1635,13,683,120,803,15,111,112,,,7,,52,1,
openfhe,16,32768,59,52,6,22,4,4,14,512,29,1515,1,60,1575,7,371,60,431,29,59,172,,,7,,52,1,
openfhe,16,32768,59,52,7,21,3,4,14,512,29,1515,1,60,1575,8,423,60,483,29,59,172,,,7,,52,1,
openfhe,16,32768,59,52,7,21,4,3,14,512,29,1515,1,60,1575,8,423,60,483,29,59,172,,,7,,52,1,
openfhe,16,32768,59,52,8,20,3,3,14,512,29,1515,1,60,1575,9,475,60,535,29,59,172,,,7,,52,1,
openfhe,16,32768,59,52,10,18,2,2,14,512,29,1515,1,60,1575,11,579,60,639,29,59,172,,,7,,52,1,
openfhe,16,32768,59,52,12,16,1,1,14,512,29,1515,1,60,1575,13,683,60,743,29,59,172,,,7,,52,1,
openfhe,16,32768,59,52,7,22,4,4,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,3,4,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,4,3,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,20,3,3,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,18,2,2,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,13,16,1,1,14,512,,,,,,,,,,1,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,22,4,4,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,3,4,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,4,3,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,20,3,3,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,18,2,2,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,13,16,1,1,14,512,,,,,,,,,,2,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,22,4,4,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,3,4,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,4,3,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,20,3,3,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,18,2,2,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,13,16,1,1,14,512,,,,,,,,,,3,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,22,4,4,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,3,4,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,4,3,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,20,3,3,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,18,2,2,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,13,16,1,1,14,512,,,,,,,,,,4,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,22,4,4,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,3,4,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,4,3,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,20,3,3,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,18,2,2,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,13,16,1,1,14,512,,,,,,,,,,5,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,22,4,4,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,3,4,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,8,21,4,3,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,9,20,3,3,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,11,18,2,2,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,13,16,1,1,14,512,,,,,,,,,,6,,,,,7,,52,0,예측 탈락(§8.5 규칙4): logQ 1567 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,59,52,7,22,4,4,14,512,30,1567,4,240,1807,8,423,240,663,8,216,-60,,,7,,52,0,logQP_boot 1807 > 1747
openfhe,16,32768,59,52,8,21,3,4,14,512,30,1567,4,240,1807,9,475,240,715,8,216,-60,,,7,,52,0,logQP_boot 1807 > 1747
openfhe,16,32768,59,52,8,21,4,3,14,512,30,1567,4,240,1807,9,475,240,715,8,216,-60,,,7,,52,0,logQP_boot 1807 > 1747
openfhe,16,32768,59,52,9,20,3,3,14,512,30,1567,4,240,1807,10,527,240,767,8,216,-60,,,7,,52,0,logQP_boot 1807 > 1747
openfhe,16,32768,59,52,11,18,2,2,14,512,30,1567,4,240,1807,12,631,240,871,8,216,-60,,,7,,52,0,logQP_boot 1807 > 1747
openfhe,16,32768,59,52,13,16,1,1,14,512,30,1567,4,240,1807,14,735,240,975,8,216,-60,,,7,,52,0,logQP_boot 1807 > 1747
openfhe,16,32768,59,52,7,22,4,4,14,512,30,1567,3,180,1747,8,423,180,603,10,163,0,,,7,,52,1,
openfhe,16,32768,59,52,8,21,3,4,14,512,30,1567,3,180,1747,9,475,180,655,10,163,0,,,7,,52,1,
openfhe,16,32768,59,52,8,21,4,3,14,512,30,1567,3,180,1747,9,475,180,655,10,163,0,,,7,,52,1,
openfhe,16,32768,59,52,9,20,3,3,14,512,30,1567,3,180,1747,10,527,180,707,10,163,0,,,7,,52,1,
openfhe,16,32768,59,52,11,18,2,2,14,512,30,1567,3,180,1747,12,631,180,811,10,163,0,,,7,,52,1,
openfhe,16,32768,59,52,13,16,1,1,14,512,30,1567,3,180,1747,14,735,180,915,10,163,0,,,7,,52,1,
openfhe,16,32768,59,52,7,22,4,4,14,512,30,1567,2,120,1687,8,423,120,543,15,112,60,,,7,,52,1,
openfhe,16,32768,59,52,8,21,3,4,14,512,30,1567,2,120,1687,9,475,120,595,15,112,60,,,7,,52,1,
openfhe,16,32768,59,52,8,21,4,3,14,512,30,1567,2,120,1687,9,475,120,595,15,112,60,,,7,,52,1,
openfhe,16,32768,59,52,9,20,3,3,14,512,30,1567,2,120,1687,10,527,120,647,15,112,60,,,7,,52,1,
openfhe,16,32768,59,52,11,18,2,2,14,512,30,1567,2,120,1687,12,631,120,751,15,112,60,,,7,,52,1,
