q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,QCount_boot_of,logQ_boot_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,dnum_of,QCount_residual_of,logQ_residual_of,logQP_residual_of,grid_of,boot_depth_la,evalmod_levels_la,QCount_boot_la,logQ_boot_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,dnum_la,QCount_residual_la,logQ_residual_la,logQP_residual_la,grid_la,rotkeys_la,rotkeys_of
50,45,14,3,4,21,14,36.0,1625.0,2.0,120.0,1745.0,2.0,18,15.0,680.0,800.0,L3-14,20.0,13.0,35.0,1654.0,1,61.0,1715.0,32.0,35.0,15.0,680.0,1168.0,L3-14,48,
50,45,14,4,3,21,14,36.0,1625.0,2.0,120.0,1745.0,2.0,18,15.0,680.0,800.0,L3-14,20.0,13.0,35.0,1671.0,1,61.0,1732.0,15.0,35.0,15.0,680.0,1168.0,L3-14,48,
50,45,15,2,2,18,14,34.0,1535.0,3.0,180.0,1715.0,32.0,12,16.0,725.0,905.0,L15-20,17.0,13.0,33.0,1565.0,2,122.0,1687.0,60.0,17.0,16.0,725.0,1213.0,L15-20,61,
50,45,15,3,3,20,14,36.0,1625.0,2.0,120.0,1745.0,2.0,18,16.0,725.0,845.0,L15-20,19.0,13.0,35.0,1660.0,1,61.0,1721.0,26.0,35.0,16.0,725.0,1213.0,L15-20,39,
50,45,16,2,2,18,14,35.0,1580.0,2.0,120.0,1700.0,47.0,18,17.0,770.0,890.0,L15-20,17.0,13.0,34.0,1610.0,2,122.0,1732.0,15.0,17.0,17.0,770.0,1136.0,L15-20,61,
50,45,17,2,2,18,14,36.0,1625.0,2.0,120.0,1745.0,2.0,18,18.0,815.0,935.0,L15-20,17.0,13.0,35.0,1655.0,1,61.0,1716.0,31.0,35.0,18.0,815.0,1181.0,L15-20,61,
50,48,3,2,2,18,14,22.0,1058.0,9.0,540.0,1598.0,149.0,2,4.0,194.0,734.0,L3-14,17.0,13.0,21.0,1034.0,7,427.0,1461.0,286.0,3.0,4.0,194.0,438.0,L3-14,61,
50,48,3,3,3,20,14,24.0,1154.0,7.0,420.0,1574.0,173.0,3,4.0,194.0,614.0,L3-14,19.0,13.0,23.0,1129.0,8,488.0,1617.0,130.0,3.0,4.0,194.0,438.0,L3-14,39,
50,48,3,3,4,21,14,25.0,1202.0,8.0,480.0,1682.0,65.0,3,4.0,194.0,674.0,L3-14,20.0,13.0,24.0,1168.0,8,488.0,1656.0,91.0,3.0,4.0,194.0,438.0,L3-14,48,
50,48,3,4,3,21,14,25.0,1202.0,8.0,480.0,1682.0,65.0,3,4.0,194.0,674.0,L3-14,20.0,13.0,24.0,1185.0,8,488.0,1673.0,74.0,3.0,4.0,194.0,438.0,L3-14,48,
50,48,3,4,4,22,14,26.0,1250.0,8.0,480.0,1730.0,17.0,3,4.0,194.0,674.0,L3-14,21.0,13.0,25.0,1224.0,7,427.0,1651.0,96.0,4.0,4.0,194.0,438.0,L3-14,33,
50,48,4,2,2,18,14,23.0,1106.0,10.0,600.0,1706.0,41.0,2,5.0,242.0,842.0,L3-14,17.0,13.0,22.0,1082.0,8,488.0,1570.0,177.0,3.0,5.0,242.0,547.0,L3-14,61,
50,48,4,3,3,20,14,25.0,1202.0,8.0,480.0,1682.0,65.0,3,5.0,242.0,722.0,L3-14,19.0,13.0,24.0,1177.0,8,488.0,1665.0,82.0,3.0,5.0,242.0,547.0,L3-14,39,
50,48,4,3,4,21,14,26.0,1250.0,8.0,480.0,1730.0,17.0,3,5.0,242.0,722.0,L3-14,20.0,13.0,25.0,1216.0,7,427.0,1643.0,104.0,4.0,5.0,242.0,547.0,L3-14,48,
50,48,4,4,3,21,14,26.0,1250.0,8.0,480.0,1730.0,17.0,3,5.0,242.0,722.0,L3-14,20.0,13.0,25.0,1233.0,7,427.0,1660.0,87.0,4.0,5.0,242.0,547.0,L3-14,48,
50,48,4,4,4,22,14,27.0,1298.0,6.0,360.0,1658.0,89.0,4,5.0,242.0,602.0,L3-14,21.0,13.0,26.0,1272.0,7,427.0,1699.0,48.0,4.0,5.0,242.0,547.0,L3-14,33,
50,48,5,2,2,18,14,24.0,1154.0,7.0,420.0,1574.0,173.0,3,6.0,290.0,710.0,L3-14,17.0,13.0,23.0,1130.0,8,488.0,1618.0,129.0,3.0,6.0,290.0,656.0,L3-14,61,
50,48,5,3,3,20,14,26.0,1250.0,8.0,480.0,1730.0,17.0,3,6.0,290.0,770.0,L3-14,19.0,13.0,25.0,1225.0,7,427.0,1652.0,95.0,4.0,6.0,290.0,656.0,L3-14,39,
50,48,5,3,4,21,14,27.0,1298.0,6.0,360.0,1658.0,89.0,4,6.0,290.0,650.0,L3-14,20.0,13.0,26.0,1264.0,7,427.0,1691.0,56.0,4.0,6.0,290.0,656.0,L3-14,48,
50,48,5,4,3,21,14,27.0,1298.0,6.0,360.0,1658.0,89.0,4,6.0,290.0,650.0,L3-14,20.0,13.0,26.0,1281.0,7,427.0,1708.0,39.0,4.0,6.0,290.0,656.0,L3-14,48,
50,48,5,4,4,22,14,28.0,1346.0,6.0,360.0,1706.0,41.0,4,6.0,290.0,650.0,L3-14,21.0,13.0,27.0,1320.0,7,427.0,1747.0,0.0,4.0,6.0,290.0,656.0,L3-14,33,
50,48,6,2,2,18,14,25.0,1202.0,8.0,480.0,1682.0,65.0,3,7.0,338.0,818.0,L3-14,17.0,13.0,24.0,1178.0,8,488.0,1666.0,81.0,3.0,7.0,338.0,765.0,L3-14,61,
50,48,6,3,3,20,14,27.0,1298.0,6.0,360.0,1658.0,89.0,4,7.0,338.0,698.0,L3-14,19.0,13.0,26.0,1273.0,7,427.0,1700.0,47.0,4.0,7.0,338.0,765.0,L3-14,39,
50,48,6,3,4,21,14,28.0,1346.0,6.0,360.0,1706.0,41.0,4,7.0,338.0,698.0,L3-14,20.0,13.0,27.0,1312.0,7,427.0,1739.0,8.0,4.0,7.0,338.0,765.0,L3-14,48,
50,48,6,4,3,21,14,28.0,1346.0,6.0,360.0,1706.0,41.0,4,7.0,338.0,698.0,L3-14,20.0,13.0,27.0,1329.0,6,366.0,1695.0,52.0,5.0,7.0,338.0,765.0,L3-14,48,
50,48,6,4,4,22,14,29.0,1394.0,5.0,300.0,1694.0,53.0,5,7.0,338.0,638.0,L3-14,21.0,13.0,28.0,1368.0,6,366.0,1734.0,13.0,5.0,7.0,338.0,765.0,L3-14,33,
50,48,7,2,2,18,14,26.0,1250.0,8.0,480.0,1730.0,17.0,3,8.0,386.0,866.0,L3-14,17.0,13.0,25.0,1226.0,7,427.0,1653.0,94.0,4.0,8.0,386.0,874.0,L3-14,61,
50,48,7,3,3,20,14,28.0,1346.0,6.0,360.0,1706.0,41.0,4,8.0,386.0,746.0,L3-14,19.0,13.0,27.0,1321.0,6,366.0,1687.0,60.0,5.0,8.0,386.0,874.0,L3-14,39,
50,48,7,3,4,21,14,29.0,1394.0,5.0,300.0,1694.0,53.0,5,8.0,386.0,686.0,L3-14,20.0,13.0,28.0,1360.0,6,366.0,1726.0,21.0,5.0,8.0,386.0,874.0,L3-14,48,
50,48,7,4,3,21,14,29.0,1394.0,5.0,300.0,1694.0,53.0,5,8.0,386.0,686.0,L3-14,20.0,13.0,28.0,1377.0,6,366.0,1743.0,4.0,5.0,8.0,386.0,874.0,L3-14,48,
50,48,7,4,4,22,14,30.0,1442.0,5.0,300.0,1742.0,5.0,5,8.0,386.0,686.0,L3-14,21.0,13.0,29.0,1416.0,5,305.0,1721.0,26.0,6.0,8.0,386.0,874.0,L3-14,33,
50,48,8,2,2,18,14,27.0,1298.0,6.0,360.0,1658.0,89.0,4,9.0,434.0,794.0,L3-14,17.0,13.0,26.0,1274.0,7,427.0,1701.0,46.0,4.0,9.0,434.0,739.0,L3-14,61,
50,48,8,3,3,20,14,29.0,1394.0,5.0,300.0,1694.0,53.0,5,9.0,434.0,734.0,L3-14,19.0,13.0,28.0,1369.0,6,366.0,1735.0,12.0,5.0,9.0,434.0,739.0,L3-14,39,
50,48,8,3,4,21,14,30.0,1442.0,5.0,300.0,1742.0,5.0,5,9.0,434.0,734.0,L3-14,20.0,13.0,29.0,1408.0,5,305.0,1713.0,34.0,6.0,9.0,434.0,739.0,L3-14,48,
50,48,8,4,3,21,14,30.0,1442.0,5.0,300.0,1742.0,5.0,5,9.0,434.0,734.0,L3-14,20.0,13.0,29.0,1425.0,5,305.0,1730.0,17.0,6.0,9.0,434.0,739.0,L3-14,48,
50,48,8,4,4,22,14,31.0,1490.0,4.0,240.0,1730.0,17.0,8,9.0,434.0,674.0,L3-14,21.0,13.0,30.0,1464.0,4,244.0,1708.0,39.0,8.0,9.0,434.0,739.0,L3-14,33,
50,48,9,2,2,18,14,28.0,1346.0,6.0,360.0,1706.0,41.0,4,10.0,482.0,842.0,L3-14,17.0,13.0,27.0,1322.0,6,366.0,1688.0,59.0,5.0,10.0,482.0,787.0,L3-14,61,
50,48,9,3,3,20,14,30.0,1442.0,5.0,300.0,1742.0,5.0,5,10.0,482.0,782.0,L3-14,19.0,13.0,29.0,1417.0,5,305.0,1722.0,25.0,6.0,10.0,482.0,787.0,L3-14,39,
50,48,9,3,4,21,14,31.0,1490.0,4.0,240.0,1730.0,17.0,8,10.0,482.0,722.0,L3-14,20.0,13.0,30.0,1456.0,4,244.0,1700.0,47.0,8.0,10.0,482.0,787.0,L3-14,48,
50,48,9,4,3,21,14,31.0,1490.0,4.0,240.0,1730.0,17.0,8,10.0,482.0,722.0,L3-14,20.0,13.0,30.0,1473.0,4,244.0,1717.0,30.0,8.0,10.0,482.0,787.0,L3-14,48,
50,48,9,4,4,22,14,32.0,1538.0,3.0,180.0,1718.0,29.0,11,10.0,482.0,662.0,L3-14,21.0,13.0,31.0,1512.0,3,183.0,1695.0,52.0,11.0,10.0,482.0,787.0,L3-14,33,
50,48,10,2,2,18,14,29.0,1394.0,5.0,300.0,1694.0,53.0,5,11.0,530.0,830.0,L3-14,17.0,13.0,28.0,1370.0,6,366.0,1736.0,11.0,5.0,11.0,530.0,896.0,L3-14,61,
50,48,10,3,3,20,14,31.0,1490.0,4.0,240.0,1730.0,17.0,8,11.0,530.0,770.0,L3-14,19.0,13.0,30.0,1465.0,4,244.0,1709.0,38.0,8.0,11.0,530.0,896.0,L3-14,39,
50,48,10,3,4,21,14,32.0,1538.0,3.0,180.0,1718.0,29.0,11,11.0,530.0,710.0,L3-14,20.0,13.0,31.0,1504.0,3,183.0,1687.0,60.0,11.0,11.0,530.0,896.0,L3-14,48,
50,48,10,4,3,21,14,32.0,1538.0,3.0,180.0,1718.0,29.0,11,11.0,530.0,710.0,L3-14,20.0,13.0,31.0,1521.0,3,183.0,1704.0,43.0,11.0,11.0,530.0,896.0,L3-14,48,
50,48,10,4,4,22,14,33.0,1586.0,2.0,120.0,1706.0,41.0,17,11.0,530.0,650.0,L3-14,21.0,13.0,32.0,1560.0,3,183.0,1743.0,4.0,11.0,11.0,530.0,896.0,L3-14,33,
50,48,11,2,2,18,14,30.0,1442.0,5.0,300.0,1742.0,5.0,5,12.0,578.0,878.0,L3-14,17.0,13.0,29.0,1418.0,5,305.0,1723.0,24.0,6.0,12.0,578.0,944.0,L3-14,61,
50,48,11,3,3,20,14,32.0,1538.0,3.0,180.0,1718.0,29.0,11,12.0,578.0,758.0,L3-14,19.0,13.0,31.0,1513.0,3,183.0,1696.0,51.0,11.0,12.0,578.0,944.0,L3-14,39,
50,48,11,3,4,21,14,33.0,1586.0,2.0,120.0,1706.0,41.0,17,12.0,578.0,698.0,L3-14,20.0,13.0,32.0,1552.0,3,183.0,1735.0,12.0,11.0,12.0,578.0,944.0,L3-14,48,
50,48,11,4,3,21,14,33.0,1586.0,2.0,120.0,1706.0,41.0,17,12.0,578.0,698.0,L3-14,20.0,13.0,32.0,1569.0,2,122.0,1691.0,56.0,16.0,12.0,578.0,944.0,L3-14,48,
50,48,11,4,4,22,14,34.0,1634.0,1.0,60.0,1694.0,53.0,34,12.0,578.0,638.0,L3-14,21.0,13.0,33.0,1608.0,2,122.0,1730.0,17.0,17.0,12.0,578.0,944.0,L3-14,33,
50,48,12,2,2,18,14,31.0,1490.0,4.0,240.0,1730.0,17.0,8,13.0,626.0,866.0,L3-14,17.0,13.0,30.0,1466.0,4,244.0,1710.0,37.0,8.0,13.0,626.0,1053.0,L3-14,61,
50,48,12,3,3,20,14,33.0,1586.0,2.0,120.0,1706.0,41.0,17,13.0,626.0,746.0,L3-14,19.0,13.0,32.0,1561.0,3,183.0,1744.0,3.0,11.0,13.0,626.0,1053.0,L3-14,39,
50,48,12,3,4,21,14,34.0,1634.0,1.0,60.0,1694.0,53.0,34,13.0,626.0,686.0,L3-14,20.0,13.0,33.0,1600.0,2,122.0,1722.0,25.0,17.0,13.0,626.0,1053.0,L3-14,48,
50,48,12,4,3,21,14,34.0,1634.0,1.0,60.0,1694.0,53.0,34,13.0,626.0,686.0,L3-14,20.0,13.0,33.0,1617.0,2,122.0,1739.0,8.0,17.0,13.0,626.0,1053.0,L3-14,48,
50,48,12,4,4,22,14,35.0,1682.0,1.0,60.0,1742.0,5.0,35,13.0,626.0,686.0,L3-14,21.0,13.0,34.0,1656.0,1,61.0,1717.0,30.0,34.0,13.0,626.0,1053.0,L3-14,33,
50,48,13,2,2,18,14,32.0,1538.0,3.0,180.0,1718.0,29.0,11,14.0,674.0,854.0,L3-14,17.0,13.0,31.0,1514.0,3,183.0,1697.0,50.0,11.0,14.0,674.0,1101.0,L3-14,61,
50,48,13,3,3,20,14,34.0,1634.0,1.0,60.0,1694.0,53.0,34,14.0,674.0,734.0,L3-14,19.0,13.0,33.0,1609.0,2,122.0,1731.0,16.0,17.0,14.0,674.0,1101.0,L3-14,39,
50,48,13,3,4,21,14,35.0,1682.0,1.0,60.0,1742.0,5.0,35,14.0,674.0,734.0,L3-14,20.0,13.0,34.0,1648.0,1,61.0,1709.0,38.0,34.0,14.0,674.0,1101.0,L3-14,48,
50,48,13,4,3,21,14,35.0,1682.0,1.0,60.0,1742.0,5.0,35,14.0,674.0,734.0,L3-14,20.0,13.0,34.0,1665.0,1,61.0,1726.0,21.0,34.0,14.0,674.0,1101.0,L3-14,48,
50,48,14,2,2,18,14,33.0,1586.0,2.0,120.0,1706.0,41.0,17,15.0,722.0,842.0,L3-14,17.0,13.0,32.0,1562.0,3,183.0,1745.0,2.0,11.0,15.0,722.0,1210.0,L3-14,61,
50,48,14,3,3,20,14,35.0,1682.0,1.0,60.0,1742.0,5.0,35,15.0,722.0,782.0,L3-14,19.0,13.0,34.0,1657.0,1,61.0,1718.0,29.0,34.0,15.0,722.0,1210.0,L3-14,39,
50,48,15,2,2,18,14,34.0,1634.0,1.0,60.0,1694.0,53.0,34,16.0,770.0,830.0,L15-20,17.0,13.0,33.0,1610.0,2,122.0,1732.0,15.0,17.0,16.0,770.0,1258.0,L15-20,61,
50,48,16,2,2,18,14,35.0,1682.0,1.0,60.0,1742.0,5.0,35,17.0,818.0,878.0,L15-20,17.0,13.0,34.0,1658.0,1,61.0,1719.0,28.0,34.0,17.0,818.0,1184.0,L15-20,61,
50,50,3,2,2,18,14,22.0,1100.0,10.0,600.0,1700.0,47.0,2,4.0,200.0,800.0,L3-14,17.0,13.0,21.0,1040.0,7,427.0,1467.0,280.0,3.0,4.0,200.0,444.0,L3-14,61,
50,50,3,3,3,20,14,24.0,1200.0,7.0,420.0,1620.0,127.0,3,4.0,200.0,620.0,L3-14,19.0,13.0,23.0,1135.0,8,488.0,1623.0,124.0,3.0,4.0,200.0,444.0,L3-14,39,
50,50,3,3,4,21,14,25.0,1250.0,8.0,480.0,1730.0,17.0,3,4.0,200.0,680.0,L3-14,20.0,13.0,24.0,1174.0,8,488.0,1662.0,85.0,3.0,4.0,200.0,444.0,L3-14,48,
50,50,3,4,3,21,14,25.0,1250.0,8.0,480.0,1730.0,17.0,3,4.0,200.0,680.0,L3-14,20.0,13.0,24.0,1191.0,8,488.0,1679.0,68.0,3.0,4.0,200.0,444.0,L3-14,48,
50,50,3,4,4,22,14,26.0,1300.0,6.0,360.0,1660.0,87.0,4,4.0,200.0,560.0,L3-14,21.0,13.0,25.0,1230.0,7,427.0,1657.0,90.0,4.0,4.0,200.0,444.0,L3-14,33,
50,50,4,2,2,18,14,23.0,1150.0,7.0,420.0,1570.0,177.0,3,5.0,250.0,670.0,L3-14,17.0,13.0,22.0,1090.0,8,488.0,1578.0,169.0,3.0,5.0,250.0,555.0,L3-14,61,
50,50,4,3,3,20,14,25.0,1250.0,8.0,480.0,1730.0,17.0,3,5.0,250.0,730.0,L3-14,19.0,13.0,24.0,1185.0,8,488.0,1673.0,74.0,3.0,5.0,250.0,555.0,L3-14,39,
50,50,4,3,4,21,14,26.0,1300.0,6.0,360.0,1660.0,87.0,4,5.0,250.0,610.0,L3-14,20.0,13.0,25.0,1224.0,7,427.0,1651.0,96.0,4.0,5.0,250.0,555.0,L3-14,48,
50,50,4,4,3,21,14,26.0,1300.0,6.0,360.0,1660.0,87.0,4,5.0,250.0,610.0,L3-14,20.0,13.0,25.0,1241.0,7,427.0,1668.0,79.0,4.0,5.0,250.0,555.0,L3-14,48,
50,50,4,4,4,22,14,27.0,1350.0,6.0,360.0,1710.0,37.0,4,5.0,250.0,610.0,L3-14,21.0,13.0,26.0,1280.0,7,427.0,1707.0,40.0,4.0,5.0,250.0,555.0,L3-14,33,
50,50,5,2,2,18,14,24.0,1200.0,7.0,420.0,1620.0,127.0,3,6.0,300.0,720.0,L3-14,17.0,13.0,23.0,1140.0,8,488.0,1628.0,119.0,3.0,6.0,300.0,666.0,L3-14,61,
50,50,5,3,3,20,14,26.0,1300.0,6.0,360.0,1660.0,87.0,4,6.0,300.0,660.0,L3-14,19.0,13.0,25.0,1235.0,7,427.0,1662.0,85.0,4.0,6.0,300.0,666.0,L3-14,39,
50,50,5,3,4,21,14,27.0,1350.0,6.0,360.0,1710.0,37.0,4,6.0,300.0,660.0,L3-14,20.0,13.0,26.0,1274.0,7,427.0,1701.0,46.0,4.0,6.0,300.0,666.0,L3-14,48,
50,50,5,4,3,21,14,27.0,1350.0,6.0,360.0,1710.0,37.0,4,6.0,300.0,660.0,L3-14,20.0,13.0,26.0,1291.0,7,427.0,1718.0,29.0,4.0,6.0,300.0,666.0,L3-14,48,
50,50,5,4,4,22,14,28.0,1400.0,5.0,300.0,1700.0,47.0,6,6.0,300.0,600.0,L3-14,21.0,13.0,27.0,1330.0,6,366.0,1696.0,51.0,5.0,6.0,300.0,666.0,L3-14,33,
50,50,6,2,2,18,14,25.0,1250.0,8.0,480.0,1730.0,17.0,3,7.0,350.0,830.0,L3-14,17.0,13.0,24.0,1190.0,8,488.0,1678.0,69.0,3.0,7.0,350.0,777.0,L3-14,61,
50,50,6,3,3,20,14,27.0,1350.0,6.0,360.0,1710.0,37.0,4,7.0,350.0,710.0,L3-14,19.0,13.0,26.0,1285.0,7,427.0,1712.0,35.0,4.0,7.0,350.0,777.0,L3-14,39,
50,50,6,3,4,21,14,28.0,1400.0,5.0,300.0,1700.0,47.0,6,7.0,350.0,650.0,L3-14,20.0,13.0,27.0,1324.0,6,366.0,1690.0,57.0,5.0,7.0,350.0,777.0,L3-14,48,
50,50,6,4,3,21,14,28.0,1400.0,5.0,300.0,1700.0,47.0,6,7.0,350.0,650.0,L3-14,20.0,13.0,27.0,1341.0,6,366.0,1707.0,40.0,5.0,7.0,350.0,777.0,L3-14,48,
50,50,6,4,4,22,14,29.0,1450.0,4.0,240.0,1690.0,57.0,8,7.0,350.0,590.0,L3-14,21.0,13.0,28.0,1380.0,6,366.0,1746.0,1.0,5.0,7.0,350.0,777.0,L3-14,33,
50,50,7,2,2,18,14,26.0,1300.0,6.0,360.0,1660.0,87.0,4,8.0,400.0,760.0,L3-14,17.0,13.0,25.0,1240.0,7,427.0,1667.0,80.0,4.0,8.0,400.0,888.0,L3-14,61,
50,50,7,3,3,20,14,28.0,1400.0,5.0,300.0,1700.0,47.0,6,8.0,400.0,700.0,L3-14,19.0,13.0,27.0,1335.0,6,366.0,1701.0,46.0,5.0,8.0,400.0,888.0,L3-14,39,
50,50,7,3,4,21,14,29.0,1450.0,4.0,240.0,1690.0,57.0,8,8.0,400.0,640.0,L3-14,20.0,13.0,28.0,1374.0,6,366.0,1740.0,7.0,5.0,8.0,400.0,888.0,L3-14,48,
50,50,7,4,3,21,14,29.0,1450.0,4.0,240.0,1690.0,57.0,8,8.0,400.0,640.0,L3-14,20.0,13.0,28.0,1391.0,5,305.0,1696.0,51.0,6.0,8.0,400.0,888.0,L3-14,48,
50,50,7,4,4,22,14,30.0,1500.0,4.0,240.0,1740.0,7.0,8,8.0,400.0,640.0,L3-14,21.0,13.0,29.0,1430.0,5,305.0,1735.0,12.0,6.0,8.0,400.0,888.0,L3-14,33,
50,50,8,2,2,18,14,27.0,1350.0,6.0,360.0,1710.0,37.0,4,9.0,450.0,810.0,L3-14,17.0,13.0,26.0,1290.0,7,427.0,1717.0,30.0,4.0,9.0,450.0,755.0,L3-14,61,
50,50,8,3,3,20,14,29.0,1450.0,4.0,240.0,1690.0,57.0,8,9.0,450.0,690.0,L3-14,19.0,13.0,28.0,1385.0,5,305.0,1690.0,57.0,6.0,9.0,450.0,755.0,L3-14,39,
50,50,8,3,4,21,14,30.0,1500.0,4.0,240.0,1740.0,7.0,8,9.0,450.0,690.0,L3-14,20.0,13.0,29.0,1424.0,5,305.0,1729.0,18.0,6.0,9.0,450.0,755.0,L3-14,48,
50,50,8,4,3,21,14,30.0,1500.0,4.0,240.0,1740.0,7.0,8,9.0,450.0,690.0,L3-14,20.0,13.0,29.0,1441.0,5,305.0,1746.0,1.0,6.0,9.0,450.0,755.0,L3-14,48,
50,50,8,4,4,22,14,31.0,1550.0,3.0,180.0,1730.0,17.0,11,9.0,450.0,630.0,L3-14,21.0,13.0,30.0,1480.0,4,244.0,1724.0,23.0,8.0,9.0,450.0,755.0,L3-14,33,
50,50,9,2,2,18,14,28.0,1400.0,5.0,300.0,1700.0,47.0,6,10.0,500.0,800.0,L3-14,17.0,13.0,27.0,1340.0,6,366.0,1706.0,41.0,5.0,10.0,500.0,805.0,L3-14,61,
50,50,9,3,3,20,14,30.0,1500.0,4.0,240.0,1740.0,7.0,8,10.0,500.0,740.0,L3-14,19.0,13.0,29.0,1435.0,5,305.0,1740.0,7.0,6.0,10.0,500.0,805.0,L3-14,39,
50,50,9,3,4,21,14,31.0,1550.0,3.0,180.0,1730.0,17.0,11,10.0,500.0,680.0,L3-14,20.0,13.0,30.0,1474.0,4,244.0,1718.0,29.0,8.0,10.0,500.0,805.0,L3-14,48,
50,50,9,4,3,21,14,31.0,1550.0,3.0,180.0,1730.0,17.0,11,10.0,500.0,680.0,L3-14,20.0,13.0,30.0,1491.0,4,244.0,1735.0,12.0,8.0,10.0,500.0,805.0,L3-14,48,
50,50,9,4,4,22,14,32.0,1600.0,2.0,120.0,1720.0,27.0,16,10.0,500.0,620.0,L3-14,21.0,13.0,31.0,1530.0,3,183.0,1713.0,34.0,11.0,10.0,500.0,805.0,L3-14,33,
50,50,10,2,2,18,14,29.0,1450.0,4.0,240.0,1690.0,57.0,8,11.0,550.0,790.0,L3-14,17.0,13.0,28.0,1390.0,5,305.0,1695.0,52.0,6.0,11.0,550.0,916.0,L3-14,61,
50,50,10,3,3,20,14,31.0,1550.0,3.0,180.0,1730.0,17.0,11,11.0,550.0,730.0,L3-14,19.0,13.0,30.0,1485.0,4,244.0,1729.0,18.0,8.0,11.0,550.0,916.0,L3-14,39,
50,50,10,3,4,21,14,32.0,1600.0,2.0,120.0,1720.0,27.0,16,11.0,550.0,670.0,L3-14,20.0,13.0,31.0,1524.0,3,183.0,1707.0,40.0,11.0,11.0,550.0,916.0,L3-14,48,
50,50,10,4,3,21,14,32.0,1600.0,2.0,120.0,1720.0,27.0,16,11.0,550.0,670.0,L3-14,20.0,13.0,31.0,1541.0,3,183.0,1724.0,23.0,11.0,11.0,550.0,916.0,L3-14,48,
50,50,10,4,4,22,14,33.0,1650.0,1.0,60.0,1710.0,37.0,33,11.0,550.0,610.0,L3-14,21.0,13.0,32.0,1580.0,2,122.0,1702.0,45.0,16.0,11.0,550.0,916.0,L3-14,33,
50,50,11,2,2,18,14,30.0,1500.0,4.0,240.0,1740.0,7.0,8,12.0,600.0,840.0,L3-14,17.0,13.0,29.0,1440.0,5,305.0,1745.0,2.0,6.0,12.0,600.0,966.0,L3-14,61,
50,50,11,3,3,20,14,32.0,1600.0,2.0,120.0,1720.0,27.0,16,12.0,600.0,720.0,L3-14,19.0,13.0,31.0,1535.0,3,183.0,1718.0,29.0,11.0,12.0,600.0,966.0,L3-14,39,
50,50,11,3,4,21,14,33.0,1650.0,1.0,60.0,1710.0,37.0,33,12.0,600.0,660.0,L3-14,20.0,13.0,32.0,1574.0,2,122.0,1696.0,51.0,16.0,12.0,600.0,966.0,L3-14,48,
50,50,11,4,3,21,14,33.0,1650.0,1.0,60.0,1710.0,37.0,33,12.0,600.0,660.0,L3-14,20.0,13.0,32.0,1591.0,2,122.0,1713.0,34.0,16.0,12.0,600.0,966.0,L3-14,48,
50,50,12,2,2,18,14,31.0,1550.0,3.0,180.0,1730.0,17.0,11,13.0,650.0,830.0,L3-14,17.0,13.0,30.0,1490.0,4,244.0,1734.0,13.0,8.0,13.0,650.0,1077.0,L3-14,61,
50,50,12,3,3,20,14,33.0,1650.0,1.0,60.0,1710.0,37.0,33,13.0,650.0,710.0,L3-14,19.0,13.0,32.0,1585.0,2,122.0,1707.0,40.0,16.0,13.0,650.0,1077.0,L3-14,39,
50,50,13,2,2,18,14,32.0,1600.0,2.0,120.0,1720.0,27.0,16,14.0,700.0,820.0,L3-14,17.0,13.0,31.0,1540.0,3,183.0,1723.0,24.0,11.0,14.0,700.0,1127.0,L3-14,61,
50,50,14,2,2,18,14,33.0,1650.0,1.0,60.0,1710.0,37.0,33,15.0,750.0,810.0,L3-14,17.0,13.0,32.0,1590.0,2,122.0,1712.0,35.0,16.0,15.0,750.0,1238.0,L3-14,61,
55,48,3,2,2,18,14,22.0,1063.0,9.0,540.0,1603.0,144.0,2,4.0,199.0,739.0,L3-14,17.0,13.0,21.0,1039.0,7,427.0,1466.0,281.0,3.0,4.0,199.0,443.0,L3-14,61,
55,48,3,3,3,20,14,24.0,1159.0,7.0,420.0,1579.0,168.0,3,4.0,199.0,619.0,L3-14,19.0,13.0,23.0,1134.0,8,488.0,1622.0,125.0,3.0,4.0,199.0,443.0,L3-14,39,
55,48,3,3,4,21,14,25.0,1207.0,8.0,480.0,1687.0,60.0,3,4.0,199.0,679.0,L3-14,20.0,13.0,24.0,1173.0,8,488.0,1661.0,86.0,3.0,4.0,199.0,443.0,L3-14,48,
55,48,3,4,3,21,14,25.0,1207.0,8.0,480.0,1687.0,60.0,3,4.0,199.0,679.0,L3-14,20.0,13.0,24.0,1190.0,8,488.0,1678.0,69.0,3.0,4.0,199.0,443.0,L3-14,48,
55,48,3,4,4,22,14,26.0,1255.0,8.0,480.0,1735.0,12.0,3,4.0,199.0,679.0,L3-14,21.0,13.0,25.0,1229.0,7,427.0,1656.0,91.0,4.0,4.0,199.0,443.0,L3-14,33,
55,48,4,2,2,18,14,23.0,1111.0,10.0,600.0,1711.0,36.0,2,5.0,247.0,847.0,L3-14,17.0,13.0,22.0,1087.0,8,488.0,1575.0,172.0,3.0,5.0,247.0,552.0,L3-14,61,
55,48,4,3,3,20,14,25.0,1207.0,8.0,480.0,1687.0,60.0,3,5.0,247.0,727.0,L3-14,19.0,13.0,24.0,1182.0,8,488.0,1670.0,77.0,3.0,5.0,247.0,552.0,L3-14,39,
