library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,evalmod_scale,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
lattigo,16,32768,60,59,4,15,3,4,8,60,16,20,1100,3,183,1283,5,296,305,601,7,180,464,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,3,4,8,60,16,20,1100,4,244,1344,5,296,305,601,5,240,403,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,3,4,8,60,16,20,1100,5,305,1405,5,296,305,601,4,300,342,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,3,4,8,60,16,20,1100,6,366,1466,5,296,305,601,4,356,281,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,3,4,8,60,16,20,1100,7,427,1527,5,296,305,601,3,378,220,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,3,4,8,60,16,20,1100,8,488,1588,5,296,305,601,3,459,159,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,1,61,1059,5,296,305,601,19,60,688,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,2,122,1120,5,296,305,601,10,119,627,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,3,183,1181,5,296,305,601,7,178,566,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,4,244,1242,5,296,305,601,5,237,505,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,5,305,1303,5,296,305,601,4,296,444,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,6,366,1364,5,296,305,601,4,335,383,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,7,427,1425,5,296,305,601,3,374,322,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,50,16,19,998,8,488,1486,5,296,305,601,3,424,261,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,1,61,1099,5,296,305,601,19,60,648,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,2,122,1160,5,296,305,601,10,119,587,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,3,183,1221,5,296,305,601,7,178,526,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,4,244,1282,5,296,305,601,5,237,465,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,5,305,1343,5,296,305,601,4,296,404,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,6,366,1404,5,296,305,601,4,335,343,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,7,427,1465,5,296,305,601,3,385,282,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,55,16,19,1038,8,488,1526,5,296,305,601,3,441,221,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,1,61,1139,5,296,305,601,19,60,608,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,2,122,1200,5,296,305,601,10,120,547,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,3,183,1261,5,296,305,601,7,180,486,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,4,244,1322,5,296,305,601,5,240,425,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,5,305,1383,5,296,305,601,4,300,364,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,6,366,1444,5,296,305,601,4,348,303,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,7,427,1505,5,296,305,601,3,420,242,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,14,4,2,8,60,16,19,1078,8,488,1566,5,296,305,601,3,476,181,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,1,61,1098,5,296,305,601,20,60,649,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,2,122,1159,5,296,305,601,10,119,588,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,3,183,1220,5,296,305,601,7,178,527,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,4,244,1281,5,296,305,601,5,237,466,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,5,305,1342,5,296,305,601,4,296,405,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,6,366,1403,5,296,305,601,4,335,344,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,7,427,1464,5,296,305,601,3,374,283,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,50,16,20,1037,8,488,1525,5,296,305,601,3,413,222,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,1,61,1138,5,296,305,601,20,60,609,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,2,122,1199,5,296,305,601,10,119,548,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,3,183,1260,5,296,305,601,7,178,487,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,4,244,1321,5,296,305,601,5,237,426,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,5,305,1382,5,296,305,601,4,296,365,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,6,366,1443,5,296,305,601,4,335,304,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,7,427,1504,5,296,305,601,3,374,243,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,55,16,20,1077,8,488,1565,5,296,305,601,3,440,182,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,1,61,1178,5,296,305,601,20,60,569,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,2,122,1239,5,296,305,601,10,120,508,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,3,183,1300,5,296,305,601,7,180,447,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,4,244,1361,5,296,305,601,5,240,386,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,5,305,1422,5,296,305,601,4,300,325,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,6,366,1483,5,296,305,601,4,352,264,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,7,427,1544,5,296,305,601,3,399,203,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,15,4,3,8,60,16,20,1117,8,488,1605,5,296,305,601,3,480,142,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,1,61,1137,5,296,305,601,21,60,610,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,2,122,1198,5,296,305,601,11,119,549,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,3,183,1259,5,296,305,601,7,178,488,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,4,244,1320,5,296,305,601,6,237,427,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,5,305,1381,5,296,305,601,5,296,366,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,6,366,1442,5,296,305,601,4,335,305,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,7,427,1503,5,296,305,601,3,374,244,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,50,16,21,1076,8,488,1564,5,296,305,601,3,413,183,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,1,61,1177,5,296,305,601,21,60,570,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,2,122,1238,5,296,305,601,11,119,509,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,3,183,1299,5,296,305,601,7,178,448,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,4,244,1360,5,296,305,601,6,237,387,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,5,305,1421,5,296,305,601,5,296,326,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,6,366,1482,5,296,305,601,4,335,265,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,7,427,1543,5,296,305,601,3,389,204,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,55,16,21,1116,8,488,1604,5,296,305,601,3,424,143,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,1,61,1217,5,296,305,601,21,60,530,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,2,122,1278,5,296,305,601,11,120,469,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,3,183,1339,5,296,305,601,7,180,408,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,4,244,1400,5,296,305,601,6,240,347,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,5,305,1461,5,296,305,601,5,300,286,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,6,366,1522,5,296,305,601,4,356,225,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,7,427,1583,5,296,305,601,3,404,164,30,0,1,32,59,1,
lattigo,16,32768,60,59,4,16,4,4,8,60,16,21,1156,8,488,1644,5,296,305,601,3,459,103,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,1,61,1006,6,355,366,721,18,60,741,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,2,122,1067,6,355,366,721,9,119,680,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,3,183,1128,6,355,366,721,6,178,619,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,4,244,1189,6,355,366,721,5,237,558,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,5,305,1250,6,355,366,721,4,296,497,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,6,366,1311,6,355,366,721,3,355,436,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,7,427,1372,6,355,366,721,3,394,375,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,50,16,18,945,8,488,1433,6,355,366,721,3,433,314,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,1,61,1046,6,355,366,721,18,60,701,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,2,122,1107,6,355,366,721,9,119,640,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,3,183,1168,6,355,366,721,6,178,579,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,4,244,1229,6,355,366,721,5,237,518,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,5,305,1290,6,355,366,721,4,296,457,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,6,366,1351,6,355,366,721,3,355,396,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,7,427,1412,6,355,366,721,3,394,335,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,55,16,18,985,8,488,1473,6,355,366,721,3,440,274,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,1,61,1086,6,355,366,721,18,60,661,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,2,122,1147,6,355,366,721,9,120,600,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,3,183,1208,6,355,366,721,6,180,539,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,4,244,1269,6,355,366,721,5,240,478,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,5,305,1330,6,355,366,721,4,300,417,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,6,366,1391,6,355,366,721,3,355,356,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,7,427,1452,6,355,366,721,3,399,295,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,12,2,2,8,60,16,18,1025,8,488,1513,6,355,366,721,3,480,234,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,1,61,1045,6,355,366,721,19,60,702,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,2,122,1106,6,355,366,721,10,119,641,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,3,183,1167,6,355,366,721,7,178,580,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,4,244,1228,6,355,366,721,5,237,519,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,5,305,1289,6,355,366,721,4,296,458,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,6,366,1350,6,355,366,721,4,355,397,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,7,427,1411,6,355,366,721,3,394,336,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,50,16,19,984,8,488,1472,6,355,366,721,3,433,275,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,1,61,1085,6,355,366,721,19,60,662,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,2,122,1146,6,355,366,721,10,119,601,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,3,183,1207,6,355,366,721,7,178,540,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,4,244,1268,6,355,366,721,5,237,479,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,5,305,1329,6,355,366,721,4,296,418,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,6,366,1390,6,355,366,721,4,355,357,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,7,427,1451,6,355,366,721,3,394,296,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,55,16,19,1024,8,488,1512,6,355,366,721,3,433,235,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,1,61,1125,6,355,366,721,19,60,622,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,2,122,1186,6,355,366,721,10,120,561,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,3,183,1247,6,355,366,721,7,180,500,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,4,244,1308,6,355,366,721,5,240,439,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,5,305,1369,6,355,366,721,4,300,378,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,6,366,1430,6,355,366,721,4,356,317,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,7,427,1491,6,355,366,721,3,394,256,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,2,3,8,60,16,19,1064,8,488,1552,6,355,366,721,3,459,195,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,1,61,1084,6,355,366,721,20,60,663,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,2,122,1145,6,355,366,721,10,119,602,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,3,183,1206,6,355,366,721,7,178,541,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,4,244,1267,6,355,366,721,5,237,480,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,5,305,1328,6,355,366,721,4,296,419,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,6,366,1389,6,355,366,721,4,355,358,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,7,427,1450,6,355,366,721,3,394,297,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,50,16,20,1023,8,488,1511,6,355,366,721,3,433,236,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,1,61,1124,6,355,366,721,20,60,623,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,2,122,1185,6,355,366,721,10,119,562,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,3,183,1246,6,355,366,721,7,178,501,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,4,244,1307,6,355,366,721,5,237,440,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,5,305,1368,6,355,366,721,4,296,379,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,6,366,1429,6,355,366,721,4,355,318,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,7,427,1490,6,355,366,721,3,394,257,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,55,16,20,1063,8,488,1551,6,355,366,721,3,433,196,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,1,61,1164,6,355,366,721,20,60,583,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,2,122,1225,6,355,366,721,10,120,522,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,3,183,1286,6,355,366,721,7,180,461,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,4,244,1347,6,355,366,721,5,240,400,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,5,305,1408,6,355,366,721,4,300,339,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,6,366,1469,6,355,366,721,4,360,278,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,7,427,1530,6,355,366,721,3,394,217,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,2,4,8,60,16,20,1103,8,488,1591,6,355,366,721,3,438,156,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,1,61,1062,6,355,366,721,19,60,685,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,2,122,1123,6,355,366,721,10,119,624,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,3,183,1184,6,355,366,721,7,178,563,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,4,244,1245,6,355,366,721,5,237,502,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,5,305,1306,6,355,366,721,4,296,441,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,6,366,1367,6,355,366,721,4,355,380,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,7,427,1428,6,355,366,721,3,394,319,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,50,16,19,1001,8,488,1489,6,355,366,721,3,433,258,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,1,61,1102,6,355,366,721,19,60,645,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,2,122,1163,6,355,366,721,10,119,584,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,3,183,1224,6,355,366,721,7,178,523,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,4,244,1285,6,355,366,721,5,237,462,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,5,305,1346,6,355,366,721,4,296,401,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,6,366,1407,6,355,366,721,4,355,340,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,7,427,1468,6,355,366,721,3,394,279,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,55,16,19,1041,8,488,1529,6,355,366,721,3,440,218,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,1,61,1142,6,355,366,721,19,60,605,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,2,122,1203,6,355,366,721,10,120,544,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,3,183,1264,6,355,366,721,7,180,483,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,4,244,1325,6,355,366,721,5,240,422,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,5,305,1386,6,355,366,721,4,300,361,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,6,366,1447,6,355,366,721,4,355,300,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,7,427,1508,6,355,366,721,3,399,239,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,13,3,2,8,60,16,19,1081,8,488,1569,6,355,366,721,3,480,178,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,1,61,1101,6,355,366,721,20,60,646,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,2,122,1162,6,355,366,721,10,119,585,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,3,183,1223,6,355,366,721,7,178,524,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,4,244,1284,6,355,366,721,5,237,463,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,5,305,1345,6,355,366,721,4,296,402,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,6,366,1406,6,355,366,721,4,355,341,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,7,427,1467,6,355,366,721,3,394,280,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,50,16,20,1040,8,488,1528,6,355,366,721,3,433,219,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,1,61,1141,6,355,366,721,20,60,606,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,2,122,1202,6,355,366,721,10,119,545,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,3,183,1263,6,355,366,721,7,178,484,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,4,244,1324,6,355,366,721,5,237,423,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,5,305,1385,6,355,366,721,4,296,362,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,6,366,1446,6,355,366,721,4,355,301,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,7,427,1507,6,355,366,721,3,394,240,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,55,16,20,1080,8,488,1568,6,355,366,721,3,433,179,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,1,61,1181,6,355,366,721,20,60,566,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,2,122,1242,6,355,366,721,10,120,505,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,3,183,1303,6,355,366,721,7,180,444,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,4,244,1364,6,355,366,721,5,240,383,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,5,305,1425,6,355,366,721,4,300,322,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,6,366,1486,6,355,366,721,4,356,261,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,7,427,1547,6,355,366,721,3,394,200,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,14,3,3,8,60,16,20,1120,8,488,1608,6,355,366,721,3,459,139,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,1,61,1140,6,355,366,721,21,60,607,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,2,122,1201,6,355,366,721,11,119,546,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,3,183,1262,6,355,366,721,7,178,485,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,4,244,1323,6,355,366,721,6,237,424,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,5,305,1384,6,355,366,721,5,296,363,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,6,366,1445,6,355,366,721,4,355,302,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,7,427,1506,6,355,366,721,3,394,241,30,0,1,32,59,1,
lattigo,16,32768,60,59,5,15,3,4,8,50,16,21,1079,8,488,1567,6,355,366,721,3,433,180,30,0,1,32,59,1,
