q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,QCount_boot_of,logQ_boot_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,dnum_of,log_message_ratio_of,boot_depth_la,evalmod_levels_la,QCount_boot_la,logQ_boot_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,dnum_la,log_message_ratio_la,evalmod_scale_la
58,53,5,4,4,22,14,28.0,1489.0,4.0,240.0,1729.0,18.0,7,5,16.0,8.0,22.0,1103.0,8,488.0,1591.0,156.0,3.0,5,50
58,53,6,2,2,18,14,25.0,1330.0,5.0,300.0,1630.0,117.0,5,5,12.0,8.0,19.0,966.0,7,427.0,1393.0,354.0,3.0,5,50
58,53,6,3,3,20,14,27.0,1436.0,5.0,300.0,1736.0,11.0,6,5,14.0,8.0,21.0,1061.0,7,427.0,1488.0,259.0,3.0,5,50
58,53,6,3,4,21,14,28.0,1489.0,4.0,240.0,1729.0,18.0,7,5,15.0,8.0,22.0,1100.0,8,488.0,1588.0,159.0,3.0,5,50
58,53,6,4,3,21,14,28.0,1489.0,4.0,240.0,1729.0,18.0,7,5,15.0,8.0,22.0,1117.0,8,488.0,1605.0,142.0,3.0,5,50
58,53,6,4,4,22,14,29.0,1542.0,3.0,180.0,1722.0,25.0,10,5,16.0,8.0,23.0,1156.0,8,488.0,1644.0,103.0,3.0,5,50
58,53,7,2,2,18,14,26.0,1383.0,6.0,360.0,1743.0,4.0,5,5,12.0,8.0,20.0,1019.0,7,427.0,1446.0,301.0,3.0,5,50
58,53,7,3,3,20,14,28.0,1489.0,4.0,240.0,1729.0,18.0,7,5,14.0,8.0,22.0,1114.0,8,488.0,1602.0,145.0,3.0,5,50
58,53,7,3,4,21,14,29.0,1542.0,3.0,180.0,1722.0,25.0,10,5,15.0,8.0,23.0,1153.0,8,488.0,1641.0,106.0,3.0,5,50
58,53,7,4,3,21,14,29.0,1542.0,3.0,180.0,1722.0,25.0,10,5,15.0,8.0,23.0,1170.0,8,488.0,1658.0,89.0,3.0,5,50
58,53,7,4,4,22,14,30.0,1595.0,2.0,120.0,1715.0,32.0,15,5,16.0,8.0,24.0,1209.0,8,488.0,1697.0,50.0,3.0,5,50
58,53,8,2,2,18,14,27.0,1436.0,5.0,300.0,1736.0,11.0,6,5,12.0,8.0,21.0,1072.0,7,427.0,1499.0,248.0,3.0,5,50
58,53,8,3,3,20,14,29.0,1542.0,3.0,180.0,1722.0,25.0,10,5,14.0,8.0,23.0,1167.0,8,488.0,1655.0,92.0,3.0,5,50
58,53,8,3,4,21,14,30.0,1595.0,2.0,120.0,1715.0,32.0,15,5,15.0,8.0,24.0,1206.0,8,488.0,1694.0,53.0,3.0,5,50
58,53,8,4,3,21,14,30.0,1595.0,2.0,120.0,1715.0,32.0,15,5,15.0,8.0,24.0,1223.0,8,488.0,1711.0,36.0,3.0,5,50
58,53,8,4,4,22,14,31.0,1648.0,1.0,60.0,1708.0,39.0,31,5,16.0,8.0,25.0,1262.0,7,427.0,1689.0,58.0,4.0,5,50
58,53,9,2,2,18,14,28.0,1489.0,4.0,240.0,1729.0,18.0,7,5,12.0,8.0,22.0,1125.0,8,488.0,1613.0,134.0,3.0,5,50
58,53,9,3,3,20,14,30.0,1595.0,2.0,120.0,1715.0,32.0,15,5,14.0,8.0,24.0,1220.0,8,488.0,1708.0,39.0,3.0,5,50
58,53,9,3,4,21,14,31.0,1648.0,1.0,60.0,1708.0,39.0,31,5,15.0,8.0,25.0,1259.0,7,427.0,1686.0,61.0,4.0,5,50
58,53,9,4,3,21,14,31.0,1648.0,1.0,60.0,1708.0,39.0,31,5,15.0,8.0,25.0,1276.0,7,427.0,1703.0,44.0,4.0,5,50
58,53,10,2,2,18,14,29.0,1542.0,3.0,180.0,1722.0,25.0,10,5,12.0,8.0,23.0,1178.0,8,488.0,1666.0,81.0,3.0,5,50
58,53,10,3,3,20,14,31.0,1648.0,1.0,60.0,1708.0,39.0,31,5,14.0,8.0,25.0,1273.0,7,427.0,1700.0,47.0,4.0,5,50
58,53,11,2,2,18,14,30.0,1595.0,2.0,120.0,1715.0,32.0,15,5,12.0,8.0,24.0,1231.0,8,488.0,1719.0,28.0,3.0,5,50
58,53,12,2,2,18,14,31.0,1648.0,1.0,60.0,1708.0,39.0,31,5,12.0,8.0,25.0,1284.0,7,427.0,1711.0,36.0,4.0,5,50
58,55,3,2,2,18,14,22.0,1213.0,8.0,480.0,1693.0,54.0,3,3,12.0,8.0,16.0,813.0,8,488.0,1301.0,446.0,2.0,3,50
58,55,3,3,3,20,14,24.0,1323.0,6.0,360.0,1683.0,64.0,4,3,14.0,8.0,18.0,908.0,6,366.0,1274.0,473.0,3.0,3,50
58,55,3,3,4,21,14,25.0,1378.0,5.0,300.0,1678.0,69.0,5,3,15.0,8.0,19.0,947.0,7,427.0,1374.0,373.0,3.0,3,50
58,55,3,4,3,21,14,25.0,1378.0,5.0,300.0,1678.0,69.0,5,3,15.0,8.0,19.0,964.0,7,427.0,1391.0,356.0,3.0,3,50
58,55,3,4,4,22,14,26.0,1433.0,5.0,300.0,1733.0,14.0,6,3,16.0,8.0,20.0,1003.0,7,427.0,1430.0,317.0,3.0,3,50
58,55,4,2,2,18,14,23.0,1268.0,6.0,360.0,1628.0,119.0,4,3,12.0,8.0,17.0,868.0,6,366.0,1234.0,513.0,3.0,3,50
58,55,4,3,3,20,14,25.0,1378.0,5.0,300.0,1678.0,69.0,5,3,14.0,8.0,19.0,963.0,7,427.0,1390.0,357.0,3.0,3,50
58,55,4,3,4,21,14,26.0,1433.0,5.0,300.0,1733.0,14.0,6,3,15.0,8.0,20.0,1002.0,7,427.0,1429.0,318.0,3.0,3,50
58,55,4,4,3,21,14,26.0,1433.0,5.0,300.0,1733.0,14.0,6,3,15.0,8.0,20.0,1019.0,7,427.0,1446.0,301.0,3.0,3,50
58,55,4,4,4,22,14,27.0,1488.0,4.0,240.0,1728.0,19.0,7,3,16.0,8.0,21.0,1058.0,7,427.0,1485.0,262.0,3.0,3,50
58,55,5,2,2,18,14,24.0,1323.0,6.0,360.0,1683.0,64.0,4,3,12.0,8.0,18.0,923.0,6,366.0,1289.0,458.0,3.0,3,50
58,55,5,3,3,20,14,26.0,1433.0,5.0,300.0,1733.0,14.0,6,3,14.0,8.0,20.0,1018.0,7,427.0,1445.0,302.0,3.0,3,50
58,55,5,3,4,21,14,27.0,1488.0,4.0,240.0,1728.0,19.0,7,3,15.0,8.0,21.0,1057.0,7,427.0,1484.0,263.0,3.0,3,50
58,55,5,4,3,21,14,27.0,1488.0,4.0,240.0,1728.0,19.0,7,3,15.0,8.0,21.0,1074.0,7,427.0,1501.0,246.0,3.0,3,50
58,55,5,4,4,22,14,28.0,1543.0,3.0,180.0,1723.0,24.0,10,3,16.0,8.0,22.0,1113.0,8,488.0,1601.0,146.0,3.0,3,50
58,55,6,2,2,18,14,25.0,1378.0,5.0,300.0,1678.0,69.0,5,3,12.0,8.0,19.0,978.0,7,427.0,1405.0,342.0,3.0,3,50
58,55,6,3,3,20,14,27.0,1488.0,4.0,240.0,1728.0,19.0,7,3,14.0,8.0,21.0,1073.0,7,427.0,1500.0,247.0,3.0,3,50
58,55,6,3,4,21,14,28.0,1543.0,3.0,180.0,1723.0,24.0,10,3,15.0,8.0,22.0,1112.0,8,488.0,1600.0,147.0,3.0,3,50
58,55,6,4,3,21,14,28.0,1543.0,3.0,180.0,1723.0,24.0,10,3,15.0,8.0,22.0,1129.0,8,488.0,1617.0,130.0,3.0,3,50
58,55,6,4,4,22,14,29.0,1598.0,2.0,120.0,1718.0,29.0,15,3,16.0,8.0,23.0,1168.0,8,488.0,1656.0,91.0,3.0,3,50
58,55,7,2,2,18,14,26.0,1433.0,5.0,300.0,1733.0,14.0,6,3,12.0,8.0,20.0,1033.0,7,427.0,1460.0,287.0,3.0,3,50
58,55,7,3,3,20,14,28.0,1543.0,3.0,180.0,1723.0,24.0,10,3,14.0,8.0,22.0,1128.0,8,488.0,1616.0,131.0,3.0,3,50
58,55,7,3,4,21,14,29.0,1598.0,2.0,120.0,1718.0,29.0,15,3,15.0,8.0,23.0,1167.0,8,488.0,1655.0,92.0,3.0,3,50
58,55,7,4,3,21,14,29.0,1598.0,2.0,120.0,1718.0,29.0,15,3,15.0,8.0,23.0,1184.0,8,488.0,1672.0,75.0,3.0,3,50
58,55,7,4,4,22,14,30.0,1653.0,1.0,60.0,1713.0,34.0,30,3,16.0,8.0,24.0,1223.0,8,488.0,1711.0,36.0,3.0,3,50
58,55,8,2,2,18,14,27.0,1488.0,4.0,240.0,1728.0,19.0,7,3,12.0,8.0,21.0,1088.0,7,427.0,1515.0,232.0,3.0,3,50
58,55,8,3,3,20,14,29.0,1598.0,2.0,120.0,1718.0,29.0,15,3,14.0,8.0,23.0,1183.0,8,488.0,1671.0,76.0,3.0,3,50
58,55,8,3,4,21,14,30.0,1653.0,1.0,60.0,1713.0,34.0,30,3,15.0,8.0,24.0,1222.0,8,488.0,1710.0,37.0,3.0,3,50
58,55,8,4,3,21,14,30.0,1653.0,1.0,60.0,1713.0,34.0,30,3,15.0,8.0,24.0,1239.0,8,488.0,1727.0,20.0,3.0,3,50
58,55,9,2,2,18,14,28.0,1543.0,3.0,180.0,1723.0,24.0,10,3,12.0,8.0,22.0,1143.0,8,488.0,1631.0,116.0,3.0,3,50
58,55,9,3,3,20,14,30.0,1653.0,1.0,60.0,1713.0,34.0,30,3,14.0,8.0,24.0,1238.0,8,488.0,1726.0,21.0,3.0,3,50
58,55,10,2,2,18,14,29.0,1598.0,2.0,120.0,1718.0,29.0,15,3,12.0,8.0,23.0,1198.0,8,488.0,1686.0,61.0,3.0,3,50
58,55,11,2,2,18,14,30.0,1653.0,1.0,60.0,1713.0,34.0,30,3,12.0,8.0,24.0,1253.0,8,488.0,1741.0,6.0,3.0,3,50
59,52,3,2,2,18,14,22.0,1151.0,8.0,480.0,1631.0,116.0,3,7,12.0,8.0,16.0,805.0,8,488.0,1293.0,454.0,2.0,7,50
59,52,3,3,3,20,14,24.0,1255.0,8.0,480.0,1735.0,12.0,3,7,14.0,8.0,18.0,900.0,6,366.0,1266.0,481.0,3.0,7,50
59,52,3,3,4,21,14,25.0,1307.0,7.0,420.0,1727.0,20.0,4,7,15.0,8.0,19.0,939.0,7,427.0,1366.0,381.0,3.0,7,50
59,52,3,4,3,21,14,25.0,1307.0,7.0,420.0,1727.0,20.0,4,7,15.0,8.0,19.0,956.0,7,427.0,1383.0,364.0,3.0,7,50
59,52,3,4,4,22,14,26.0,1359.0,6.0,360.0,1719.0,28.0,5,7,16.0,8.0,20.0,995.0,7,427.0,1422.0,325.0,3.0,7,50
59,52,4,2,2,18,14,23.0,1203.0,8.0,480.0,1683.0,64.0,3,7,12.0,8.0,17.0,857.0,6,366.0,1223.0,524.0,3.0,7,50
59,52,4,3,3,20,14,25.0,1307.0,7.0,420.0,1727.0,20.0,4,7,14.0,8.0,19.0,952.0,7,427.0,1379.0,368.0,3.0,7,50
59,52,4,3,4,21,14,26.0,1359.0,6.0,360.0,1719.0,28.0,5,7,15.0,8.0,20.0,991.0,7,427.0,1418.0,329.0,3.0,7,50
59,52,4,4,3,21,14,26.0,1359.0,6.0,360.0,1719.0,28.0,5,7,15.0,8.0,20.0,1008.0,7,427.0,1435.0,312.0,3.0,7,50
59,52,4,4,4,22,14,27.0,1411.0,5.0,300.0,1711.0,36.0,6,7,16.0,8.0,21.0,1047.0,7,427.0,1474.0,273.0,3.0,7,50
59,52,5,2,2,18,14,24.0,1255.0,8.0,480.0,1735.0,12.0,3,7,12.0,8.0,18.0,909.0,6,366.0,1275.0,472.0,3.0,7,50
59,52,5,3,3,20,14,26.0,1359.0,6.0,360.0,1719.0,28.0,5,7,14.0,8.0,20.0,1004.0,7,427.0,1431.0,316.0,3.0,7,50
59,52,5,3,4,21,14,27.0,1411.0,5.0,300.0,1711.0,36.0,6,7,15.0,8.0,21.0,1043.0,7,427.0,1470.0,277.0,3.0,7,50
59,52,5,4,3,21,14,27.0,1411.0,5.0,300.0,1711.0,36.0,6,7,15.0,8.0,21.0,1060.0,7,427.0,1487.0,260.0,3.0,7,50
59,52,5,4,4,22,14,28.0,1463.0,4.0,240.0,1703.0,44.0,7,7,16.0,8.0,22.0,1099.0,8,488.0,1587.0,160.0,3.0,7,50
59,52,6,2,2,18,14,25.0,1307.0,7.0,420.0,1727.0,20.0,4,7,12.0,8.0,19.0,961.0,7,427.0,1388.0,359.0,3.0,7,50
59,52,6,3,3,20,14,27.0,1411.0,5.0,300.0,1711.0,36.0,6,7,14.0,8.0,21.0,1056.0,7,427.0,1483.0,264.0,3.0,7,50
59,52,6,3,4,21,14,28.0,1463.0,4.0,240.0,1703.0,44.0,7,7,15.0,8.0,22.0,1095.0,8,488.0,1583.0,164.0,3.0,7,50
59,52,6,4,3,21,14,28.0,1463.0,4.0,240.0,1703.0,44.0,7,7,15.0,8.0,22.0,1112.0,8,488.0,1600.0,147.0,3.0,7,50
59,52,6,4,4,22,14,29.0,1515.0,3.0,180.0,1695.0,52.0,10,7,16.0,8.0,23.0,1151.0,8,488.0,1639.0,108.0,3.0,7,50
59,52,7,2,2,18,14,26.0,1359.0,6.0,360.0,1719.0,28.0,5,7,12.0,8.0,20.0,1013.0,7,427.0,1440.0,307.0,3.0,7,50
59,52,7,3,3,20,14,28.0,1463.0,4.0,240.0,1703.0,44.0,7,7,14.0,8.0,22.0,1108.0,8,488.0,1596.0,151.0,3.0,7,50
59,52,7,3,4,21,14,29.0,1515.0,3.0,180.0,1695.0,52.0,10,7,15.0,8.0,23.0,1147.0,8,488.0,1635.0,112.0,3.0,7,50
59,52,7,4,3,21,14,29.0,1515.0,3.0,180.0,1695.0,52.0,10,7,15.0,8.0,23.0,1164.0,8,488.0,1652.0,95.0,3.0,7,50
59,52,7,4,4,22,14,30.0,1567.0,3.0,180.0,1747.0,0.0,10,7,16.0,8.0,24.0,1203.0,8,488.0,1691.0,56.0,3.0,7,50
59,52,8,2,2,18,14,27.0,1411.0,5.0,300.0,1711.0,36.0,6,7,12.0,8.0,21.0,1065.0,7,427.0,1492.0,255.0,3.0,7,50
59,52,8,3,3,20,14,29.0,1515.0,3.0,180.0,1695.0,52.0,10,7,14.0,8.0,23.0,1160.0,8,488.0,1648.0,99.0,3.0,7,50
59,52,8,3,4,21,14,30.0,1567.0,3.0,180.0,1747.0,0.0,10,7,15.0,8.0,24.0,1199.0,8,488.0,1687.0,60.0,3.0,7,50
59,52,8,4,3,21,14,30.0,1567.0,3.0,180.0,1747.0,0.0,10,7,15.0,8.0,24.0,1216.0,8,488.0,1704.0,43.0,3.0,7,50
59,52,8,4,4,22,14,31.0,1619.0,2.0,120.0,1739.0,8.0,16,7,16.0,8.0,25.0,1255.0,7,427.0,1682.0,65.0,4.0,7,50
59,52,9,2,2,18,14,28.0,1463.0,4.0,240.0,1703.0,44.0,7,7,12.0,8.0,22.0,1117.0,8,488.0,1605.0,142.0,3.0,7,50
59,52,9,3,3,20,14,30.0,1567.0,3.0,180.0,1747.0,0.0,10,7,14.0,8.0,24.0,1212.0,8,488.0,1700.0,47.0,3.0,7,50
59,52,9,3,4,21,14,31.0,1619.0,2.0,120.0,1739.0,8.0,16,7,15.0,8.0,25.0,1251.0,7,427.0,1678.0,69.0,4.0,7,50
59,52,9,4,3,21,14,31.0,1619.0,2.0,120.0,1739.0,8.0,16,7,15.0,8.0,25.0,1268.0,7,427.0,1695.0,52.0,4.0,7,50
59,52,9,4,4,22,14,32.0,1671.0,1.0,60.0,1731.0,16.0,32,7,16.0,8.0,26.0,1307.0,7,427.0,1734.0,13.0,4.0,7,50
59,52,10,2,2,18,14,29.0,1515.0,3.0,180.0,1695.0,52.0,10,7,12.0,8.0,23.0,1169.0,8,488.0,1657.0,90.0,3.0,7,50
59,52,10,3,3,20,14,31.0,1619.0,2.0,120.0,1739.0,8.0,16,7,14.0,8.0,25.0,1264.0,7,427.0,1691.0,56.0,4.0,7,50
59,52,10,3,4,21,14,32.0,1671.0,1.0,60.0,1731.0,16.0,32,7,15.0,8.0,26.0,1303.0,7,427.0,1730.0,17.0,4.0,7,50
59,52,10,4,3,21,14,32.0,1671.0,1.0,60.0,1731.0,16.0,32,7,15.0,8.0,26.0,1320.0,7,427.0,1747.0,0.0,4.0,7,50
59,52,11,2,2,18,14,30.0,1567.0,3.0,180.0,1747.0,0.0,10,7,12.0,8.0,24.0,1221.0,8,488.0,1709.0,38.0,3.0,7,50
59,52,11,3,3,20,14,32.0,1671.0,1.0,60.0,1731.0,16.0,32,7,14.0,8.0,26.0,1316.0,7,427.0,1743.0,4.0,4.0,7,50
59,52,12,2,2,18,14,31.0,1619.0,2.0,120.0,1739.0,8.0,16,7,12.0,8.0,25.0,1273.0,7,427.0,1700.0,47.0,4.0,7,50
59,52,13,2,2,18,14,32.0,1671.0,1.0,60.0,1731.0,16.0,32,7,12.0,8.0,26.0,1325.0,6,366.0,1691.0,56.0,5.0,7,50
59,53,3,2,2,18,14,22.0,1172.0,8.0,480.0,1652.0,95.0,3,6,12.0,8.0,16.0,808.0,8,488.0,1296.0,451.0,2.0,6,50
59,53,3,3,3,20,14,24.0,1278.0,6.0,360.0,1638.0,109.0,4,6,14.0,8.0,18.0,903.0,6,366.0,1269.0,478.0,3.0,6,50
59,53,3,3,4,21,14,25.0,1331.0,5.0,300.0,1631.0,116.0,5,6,15.0,8.0,19.0,942.0,7,427.0,1369.0,378.0,3.0,6,50
59,53,3,4,3,21,14,25.0,1331.0,5.0,300.0,1631.0,116.0,5,6,15.0,8.0,19.0,959.0,7,427.0,1386.0,361.0,3.0,6,50
59,53,3,4,4,22,14,26.0,1384.0,6.0,360.0,1744.0,3.0,5,6,16.0,8.0,20.0,998.0,7,427.0,1425.0,322.0,3.0,6,50
59,53,4,2,2,18,14,23.0,1225.0,8.0,480.0,1705.0,42.0,3,6,12.0,8.0,17.0,861.0,6,366.0,1227.0,520.0,3.0,6,50
59,53,4,3,3,20,14,25.0,1331.0,5.0,300.0,1631.0,116.0,5,6,14.0,8.0,19.0,956.0,7,427.0,1383.0,364.0,3.0,6,50
59,53,4,3,4,21,14,26.0,1384.0,6.0,360.0,1744.0,3.0,5,6,15.0,8.0,20.0,995.0,7,427.0,1422.0,325.0,3.0,6,50
59,53,4,4,3,21,14,26.0,1384.0,6.0,360.0,1744.0,3.0,5,6,15.0,8.0,20.0,1012.0,7,427.0,1439.0,308.0,3.0,6,50
59,53,4,4,4,22,14,27.0,1437.0,5.0,300.0,1737.0,10.0,6,6,16.0,8.0,21.0,1051.0,7,427.0,1478.0,269.0,3.0,6,50
59,53,5,2,2,18,14,24.0,1278.0,6.0,360.0,1638.0,109.0,4,6,12.0,8.0,18.0,914.0,6,366.0,1280.0,467.0,3.0,6,50
59,53,5,3,3,20,14,26.0,1384.0,6.0,360.0,1744.0,3.0,5,6,14.0,8.0,20.0,1009.0,7,427.0,1436.0,311.0,3.0,6,50
59,53,5,3,4,21,14,27.0,1437.0,5.0,300.0,1737.0,10.0,6,6,15.0,8.0,21.0,1048.0,7,427.0,1475.0,272.0,3.0,6,50
59,53,5,4,3,21,14,27.0,1437.0,5.0,300.0,1737.0,10.0,6,6,15.0,8.0,21.0,1065.0,7,427.0,1492.0,255.0,3.0,6,50
59,53,5,4,4,22,14,28.0,1490.0,4.0,240.0,1730.0,17.0,7,6,16.0,8.0,22.0,1104.0,8,488.0,1592.0,155.0,3.0,6,50
59,53,6,2,2,18,14,25.0,1331.0,5.0,300.0,1631.0,116.0,5,6,12.0,8.0,19.0,967.0,7,427.0,1394.0,353.0,3.0,6,50
59,53,6,3,3,20,14,27.0,1437.0,5.0,300.0,1737.0,10.0,6,6,14.0,8.0,21.0,1062.0,7,427.0,1489.0,258.0,3.0,6,50
59,53,6,3,4,21,14,28.0,1490.0,4.0,240.0,1730.0,17.0,7,6,15.0,8.0,22.0,1101.0,8,488.0,1589.0,158.0,3.0,6,50
59,53,6,4,3,21,14,28.0,1490.0,4.0,240.0,1730.0,17.0,7,6,15.0,8.0,22.0,1118.0,8,488.0,1606.0,141.0,3.0,6,50
59,53,6,4,4,22,14,29.0,1543.0,3.0,180.0,1723.0,24.0,10,6,16.0,8.0,23.0,1157.0,8,488.0,1645.0,102.0,3.0,6,50
59,53,7,2,2,18,14,26.0,1384.0,6.0,360.0,1744.0,3.0,5,6,12.0,8.0,20.0,1020.0,7,427.0,1447.0,300.0,3.0,6,50
59,53,7,3,3,20,14,28.0,1490.0,4.0,240.0,1730.0,17.0,7,6,14.0,8.0,22.0,1115.0,8,488.0,1603.0,144.0,3.0,6,50
59,53,7,3,4,21,14,29.0,1543.0,3.0,180.0,1723.0,24.0,10,6,15.0,8.0,23.0,1154.0,8,488.0,1642.0,105.0,3.0,6,50
59,53,7,4,3,21,14,29.0,1543.0,3.0,180.0,1723.0,24.0,10,6,15.0,8.0,23.0,1171.0,8,488.0,1659.0,88.0,3.0,6,50
59,53,7,4,4,22,14,30.0,1596.0,2.0,120.0,1716.0,31.0,15,6,16.0,8.0,24.0,1210.0,8,488.0,1698.0,49.0,3.0,6,50
59,53,8,2,2,18,14,27.0,1437.0,5.0,300.0,1737.0,10.0,6,6,12.0,8.0,21.0,1073.0,7,427.0,1500.0,247.0,3.0,6,50
59,53,8,3,3,20,14,29.0,1543.0,3.0,180.0,1723.0,24.0,10,6,14.0,8.0,23.0,1168.0,8,488.0,1656.0,91.0,3.0,6,50
59,53,8,3,4,21,14,30.0,1596.0,2.0,120.0,1716.0,31.0,15,6,15.0,8.0,24.0,1207.0,8,488.0,1695.0,52.0,3.0,6,50
59,53,8,4,3,21,14,30.0,1596.0,2.0,120.0,1716.0,31.0,15,6,15.0,8.0,24.0,1224.0,8,488.0,1712.0,35.0,3.0,6,50
59,53,8,4,4,22,14,31.0,1649.0,1.0,60.0,1709.0,38.0,31,6,16.0,8.0,25.0,1263.0,7,427.0,1690.0,57.0,4.0,6,50
59,53,9,2,2,18,14,28.0,1490.0,4.0,240.0,1730.0,17.0,7,6,12.0,8.0,22.0,1126.0,8,488.0,1614.0,133.0,3.0,6,50
59,53,9,3,3,20,14,30.0,1596.0,2.0,120.0,1716.0,31.0,15,6,14.0,8.0,24.0,1221.0,8,488.0,1709.0,38.0,3.0,6,50
59,53,9,3,4,21,14,31.0,1649.0,1.0,60.0,1709.0,38.0,31,6,15.0,8.0,25.0,1260.0,7,427.0,1687.0,60.0,4.0,6,50
59,53,9,4,3,21,14,31.0,1649.0,1.0,60.0,1709.0,38.0,31,6,15.0,8.0,25.0,1277.0,7,427.0,1704.0,43.0,4.0,6,50
59,53,10,2,2,18,14,29.0,1543.0,3.0,180.0,1723.0,24.0,10,6,12.0,8.0,23.0,1179.0,8,488.0,1667.0,80.0,3.0,6,50
59,53,10,3,3,20,14,31.0,1649.0,1.0,60.0,1709.0,38.0,31,6,14.0,8.0,25.0,1274.0,7,427.0,1701.0,46.0,4.0,6,50
59,53,11,2,2,18,14,30.0,1596.0,2.0,120.0,1716.0,31.0,15,6,12.0,8.0,24.0,1232.0,8,488.0,1720.0,27.0,3.0,6,50
59,53,12,2,2,18,14,31.0,1649.0,1.0,60.0,1709.0,38.0,31,6,12.0,8.0,25.0,1285.0,7,427.0,1712.0,35.0,4.0,6,50
59,55,3,2,2,18,14,22.0,1214.0,8.0,480.0,1694.0,53.0,3,4,12.0,8.0,16.0,814.0,8,488.0,1302.0,445.0,2.0,4,50
59,55,3,3,3,20,14,24.0,1324.0,6.0,360.0,1684.0,63.0,4,4,14.0,8.0,18.0,909.0,6,366.0,1275.0,472.0,3.0,4,50
59,55,3,3,4,21,14,25.0,1379.0,5.0,300.0,1679.0,68.0,5,4,15.0,8.0,19.0,948.0,7,427.0,1375.0,372.0,3.0,4,50
59,55,3,4,3,21,14,25.0,1379.0,5.0,300.0,1679.0,68.0,5,4,15.0,8.0,19.0,965.0,7,427.0,1392.0,355.0,3.0,4,50
59,55,3,4,4,22,14,26.0,1434.0,5.0,300.0,1734.0,13.0,6,4,16.0,8.0,20.0,1004.0,7,427.0,1431.0,316.0,3.0,4,50
59,55,4,2,2,18,14,23.0,1269.0,6.0,360.0,1629.0,118.0,4,4,12.0,8.0,17.0,869.0,6,366.0,1235.0,512.0,3.0,4,50
59,55,4,3,3,20,14,25.0,1379.0,5.0,300.0,1679.0,68.0,5,4,14.0,8.0,19.0,964.0,7,427.0,1391.0,356.0,3.0,4,50
59,55,4,3,4,21,14,26.0,1434.0,5.0,300.0,1734.0,13.0,6,4,15.0,8.0,20.0,1003.0,7,427.0,1430.0,317.0,3.0,4,50
59,55,4,4,3,21,14,26.0,1434.0,5.0,300.0,1734.0,13.0,6,4,15.0,8.0,20.0,1020.0,7,427.0,1447.0,300.0,3.0,4,50
59,55,4,4,4,22,14,27.0,1489.0,4.0,240.0,1729.0,18.0,7,4,16.0,8.0,21.0,1059.0,7,427.0,1486.0,261.0,3.0,4,50
59,55,5,2,2,18,14,24.0,1324.0,6.0,360.0,1684.0,63.0,4,4,12.0,8.0,18.0,924.0,6,366.0,1290.0,457.0,3.0,4,50
59,55,5,3,3,20,14,26.0,1434.0,5.0,300.0,1734.0,13.0,6,4,14.0,8.0,20.0,1019.0,7,427.0,1446.0,301.0,3.0,4,50
59,55,5,3,4,21,14,27.0,1489.0,4.0,240.0,1729.0,18.0,7,4,15.0,8.0,21.0,1058.0,7,427.0,1485.0,262.0,3.0,4,50
59,55,5,4,3,21,14,27.0,1489.0,4.0,240.0,1729.0,18.0,7,4,15.0,8.0,21.0,1075.0,7,427.0,1502.0,245.0,3.0,4,50
59,55,5,4,4,22,14,28.0,1544.0,3.0,180.0,1724.0,23.0,10,4,16.0,8.0,22.0,1114.0,8,488.0,1602.0,145.0,3.0,4,50
59,55,6,2,2,18,14,25.0,1379.0,5.0,300.0,1679.0,68.0,5,4,12.0,8.0,19.0,979.0,7,427.0,1406.0,341.0,3.0,4,50
59,55,6,3,3,20,14,27.0,1489.0,4.0,240.0,1729.0,18.0,7,4,14.0,8.0,21.0,1074.0,7,427.0,1501.0,246.0,3.0,4,50
59,55,6,3,4,21,14,28.0,1544.0,3.0,180.0,1724.0,23.0,10,4,15.0,8.0,22.0,1113.0,8,488.0,1601.0,146.0,3.0,4,50
59,55,6,4,3,21,14,28.0,1544.0,3.0,180.0,1724.0,23.0,10,4,15.0,8.0,22.0,1130.0,8,488.0,1618.0,129.0,3.0,4,50
59,55,6,4,4,22,14,29.0,1599.0,2.0,120.0,1719.0,28.0,15,4,16.0,8.0,23.0,1169.0,8,488.0,1657.0,90.0,3.0,4,50
59,55,7,2,2,18,14,26.0,1434.0,5.0,300.0,1734.0,13.0,6,4,12.0,8.0,20.0,1034.0,7,427.0,1461.0,286.0,3.0,4,50
59,55,7,3,3,20,14,28.0,1544.0,3.0,180.0,1724.0,23.0,10,4,14.0,8.0,22.0,1129.0,8,488.0,1617.0,130.0,3.0,4,50
59,55,7,3,4,21,14,29.0,1599.0,2.0,120.0,1719.0,28.0,15,4,15.0,8.0,23.0,1168.0,8,488.0,1656.0,91.0,3.0,4,50
59,55,7,4,3,21,14,29.0,1599.0,2.0,120.0,1719.0,28.0,15,4,15.0,8.0,23.0,1185.0,8,488.0,1673.0,74.0,3.0,4,50
59,55,7,4,4,22,14,30.0,1654.0,1.0,60.0,1714.0,33.0,30,4,16.0,8.0,24.0,1224.0,8,488.0,1712.0,35.0,3.0,4,50
59,55,8,2,2,18,14,27.0,1489.0,4.0,240.0,1729.0,18.0,7,4,12.0,8.0,21.0,1089.0,7,427.0,1516.0,231.0,3.0,4,50
