q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,evalmod_levels_la,logQ_boot_la,dnum_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,boot_depth_la,dnum_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,rotkeys_la,grid_of,grid_la
45,42,11,4,3,21,14,13.0,1498.0,5,5.0,300.0,1689.0,58.0,20.0,8.0,4,244.0,1742.0,5.0,48,L3-14,L3-14
45,42,3,4,4,22,14,13.0,1201.0,2,10.0,600.0,1695.0,52.0,21.0,4.0,7,427.0,1628.0,119.0,33,L3-14,L3-14
45,42,4,4,4,22,14,13.0,1243.0,2,10.0,600.0,1737.0,10.0,21.0,4.0,7,427.0,1670.0,77.0,33,L3-14,L3-14
45,42,5,4,4,22,14,13.0,1285.0,3,8.0,480.0,1659.0,88.0,21.0,4.0,7,427.0,1712.0,35.0,33,L3-14,L3-14
45,42,6,4,4,22,14,13.0,1327.0,3,8.0,480.0,1701.0,46.0,21.0,5.0,6,366.0,1693.0,54.0,33,L3-14,L3-14
45,42,7,4,4,22,14,13.0,1369.0,3,8.0,480.0,1743.0,4.0,21.0,5.0,6,366.0,1735.0,12.0,33,L3-14,L3-14
45,42,8,4,4,22,14,13.0,1411.0,4,6.0,360.0,1665.0,82.0,21.0,6.0,5,305.0,1716.0,31.0,33,L3-14,L3-14
45,42,9,4,4,22,14,13.0,1453.0,4,6.0,360.0,1707.0,40.0,21.0,8.0,4,244.0,1697.0,50.0,33,L3-14,L3-14
45,42,10,4,4,22,14,13.0,1495.0,5,5.0,300.0,1689.0,58.0,21.0,8.0,4,244.0,1739.0,8.0,33,L3-14,L3-14
45,45,3,2,2,18,14,13.0,1020.0,2,9.0,540.0,1530.0,217.0,17.0,3.0,7,427.0,1447.0,300.0,61,L3-14,L3-14
45,45,4,2,2,18,14,13.0,1065.0,2,9.0,540.0,1575.0,172.0,17.0,3.0,8,488.0,1553.0,194.0,61,L3-14,L3-14
45,45,5,2,2,18,14,13.0,1110.0,2,9.0,540.0,1620.0,127.0,17.0,3.0,8,488.0,1598.0,149.0,61,L3-14,L3-14
45,45,6,2,2,18,14,13.0,1155.0,2,10.0,600.0,1725.0,22.0,17.0,3.0,8,488.0,1643.0,104.0,61,L3-14,L3-14
45,45,7,2,2,18,14,13.0,1200.0,3,7.0,420.0,1590.0,157.0,17.0,4.0,7,427.0,1627.0,120.0,61,L3-14,L3-14
45,45,8,2,2,18,14,13.0,1245.0,3,7.0,420.0,1635.0,112.0,17.0,4.0,7,427.0,1672.0,75.0,61,L3-14,L3-14
45,45,9,2,2,18,14,13.0,1290.0,3,8.0,480.0,1740.0,7.0,17.0,4.0,7,427.0,1717.0,30.0,61,L3-14,L3-14
45,45,10,2,2,18,14,13.0,1335.0,4,6.0,360.0,1665.0,82.0,17.0,5.0,6,366.0,1701.0,46.0,61,L3-14,L3-14
45,45,11,2,2,18,14,13.0,1380.0,5,5.0,300.0,1650.0,97.0,17.0,5.0,6,366.0,1746.0,1.0,61,L3-14,L3-14
45,45,12,2,2,18,14,13.0,1425.0,6,5.0,300.0,1695.0,52.0,17.0,6.0,5,305.0,1730.0,17.0,61,L3-14,L3-14
45,45,13,2,2,18,14,13.0,1470.0,6,5.0,300.0,1740.0,7.0,17.0,8.0,4,244.0,1714.0,33.0,61,L3-14,L3-14
45,45,3,3,3,20,14,13.0,1115.0,2,9.0,540.0,1620.0,127.0,19.0,3.0,8,488.0,1603.0,144.0,39,L3-14,L3-14
45,45,4,3,3,20,14,13.0,1160.0,2,10.0,600.0,1725.0,22.0,19.0,3.0,8,488.0,1648.0,99.0,39,L3-14,L3-14
45,45,5,3,3,20,14,13.0,1205.0,3,7.0,420.0,1590.0,157.0,19.0,4.0,7,427.0,1632.0,115.0,39,L3-14,L3-14
45,45,6,3,3,20,14,13.0,1250.0,3,7.0,420.0,1635.0,112.0,19.0,4.0,7,427.0,1677.0,70.0,39,L3-14,L3-14
45,45,7,3,3,20,14,13.0,1295.0,3,8.0,480.0,1740.0,7.0,19.0,4.0,7,427.0,1722.0,25.0,39,L3-14,L3-14
45,45,8,3,3,20,14,13.0,1340.0,4,6.0,360.0,1665.0,82.0,19.0,5.0,6,366.0,1706.0,41.0,39,L3-14,L3-14
45,45,9,3,3,20,14,13.0,1385.0,5,5.0,300.0,1650.0,97.0,19.0,6.0,5,305.0,1690.0,57.0,39,L3-14,L3-14
45,45,10,3,3,20,14,13.0,1430.0,6,5.0,300.0,1695.0,52.0,19.0,6.0,5,305.0,1735.0,12.0,39,L3-14,L3-14
45,45,11,3,3,20,14,13.0,1475.0,6,5.0,300.0,1740.0,7.0,19.0,8.0,4,244.0,1719.0,28.0,39,L3-14,L3-14
45,45,3,3,4,21,14,13.0,1154.0,2,10.0,600.0,1725.0,22.0,20.0,3.0,8,488.0,1642.0,105.0,48,L3-14,L3-14
45,45,4,3,4,21,14,13.0,1199.0,3,7.0,420.0,1590.0,157.0,20.0,4.0,7,427.0,1626.0,121.0,48,L3-14,L3-14
45,45,5,3,4,21,14,13.0,1244.0,3,7.0,420.0,1635.0,112.0,20.0,4.0,7,427.0,1671.0,76.0,48,L3-14,L3-14
45,45,6,3,4,21,14,13.0,1289.0,3,8.0,480.0,1740.0,7.0,20.0,4.0,7,427.0,1716.0,31.0,48,L3-14,L3-14
45,45,7,3,4,21,14,13.0,1334.0,4,6.0,360.0,1665.0,82.0,20.0,5.0,6,366.0,1700.0,47.0,48,L3-14,L3-14
45,45,8,3,4,21,14,13.0,1379.0,5,5.0,300.0,1650.0,97.0,20.0,5.0,6,366.0,1745.0,2.0,48,L3-14,L3-14
45,45,9,3,4,21,14,13.0,1424.0,6,5.0,300.0,1695.0,52.0,20.0,6.0,5,305.0,1729.0,18.0,48,L3-14,L3-14
45,45,10,3,4,21,14,13.0,1469.0,6,5.0,300.0,1740.0,7.0,20.0,8.0,4,244.0,1713.0,34.0,48,L3-14,L3-14
45,45,3,4,3,21,14,13.0,1171.0,2,10.0,600.0,1725.0,22.0,20.0,3.0,8,488.0,1659.0,88.0,48,L3-14,L3-14
45,45,4,4,3,21,14,13.0,1216.0,3,7.0,420.0,1590.0,157.0,20.0,4.0,7,427.0,1643.0,104.0,48,L3-14,L3-14
45,45,5,4,3,21,14,13.0,1261.0,3,7.0,420.0,1635.0,112.0,20.0,4.0,7,427.0,1688.0,59.0,48,L3-14,L3-14
45,45,6,4,3,21,14,13.0,1306.0,3,8.0,480.0,1740.0,7.0,20.0,4.0,7,427.0,1733.0,14.0,48,L3-14,L3-14
45,45,7,4,3,21,14,13.0,1351.0,4,6.0,360.0,1665.0,82.0,20.0,5.0,6,366.0,1717.0,30.0,48,L3-14,L3-14
45,45,8,4,3,21,14,13.0,1396.0,5,5.0,300.0,1650.0,97.0,20.0,6.0,5,305.0,1701.0,46.0,48,L3-14,L3-14
45,45,9,4,3,21,14,13.0,1441.0,6,5.0,300.0,1695.0,52.0,20.0,6.0,5,305.0,1746.0,1.0,48,L3-14,L3-14
45,45,10,4,3,21,14,13.0,1486.0,6,5.0,300.0,1740.0,7.0,20.0,8.0,4,244.0,1730.0,17.0,48,L3-14,L3-14
45,45,3,4,4,22,14,13.0,1210.0,3,7.0,420.0,1590.0,157.0,21.0,4.0,7,427.0,1637.0,110.0,33,L3-14,L3-14
45,45,4,4,4,22,14,13.0,1255.0,3,7.0,420.0,1635.0,112.0,21.0,4.0,7,427.0,1682.0,65.0,33,L3-14,L3-14
45,45,5,4,4,22,14,13.0,1300.0,3,8.0,480.0,1740.0,7.0,21.0,4.0,7,427.0,1727.0,20.0,33,L3-14,L3-14
45,45,6,4,4,22,14,13.0,1345.0,4,6.0,360.0,1665.0,82.0,21.0,5.0,6,366.0,1711.0,36.0,33,L3-14,L3-14
45,45,7,4,4,22,14,13.0,1390.0,5,5.0,300.0,1650.0,97.0,21.0,6.0,5,305.0,1695.0,52.0,33,L3-14,L3-14
45,45,8,4,4,22,14,13.0,1435.0,6,5.0,300.0,1695.0,52.0,21.0,6.0,5,305.0,1740.0,7.0,33,L3-14,L3-14
45,45,9,4,4,22,14,13.0,1480.0,6,5.0,300.0,1740.0,7.0,21.0,8.0,4,244.0,1724.0,23.0,33,L3-14,L3-14
50,45,3,2,2,18,14,13.0,1025.0,2,9.0,540.0,1535.0,212.0,17.0,3.0,7,427.0,1452.0,295.0,61,L3-14,L3-14
50,45,4,2,2,18,14,13.0,1070.0,2,10.0,600.0,1640.0,107.0,17.0,3.0,8,488.0,1558.0,189.0,61,L3-14,L3-14
50,45,5,2,2,18,14,13.0,1115.0,2,10.0,600.0,1685.0,62.0,17.0,3.0,8,488.0,1603.0,144.0,61,L3-14,L3-14
50,45,6,2,2,18,14,13.0,1160.0,2,10.0,600.0,1730.0,17.0,17.0,3.0,8,488.0,1648.0,99.0,61,L3-14,L3-14
50,45,7,2,2,18,14,13.0,1205.0,3,7.0,420.0,1595.0,152.0,17.0,4.0,7,427.0,1632.0,115.0,61,L3-14,L3-14
50,45,8,2,2,18,14,13.0,1250.0,3,7.0,420.0,1640.0,107.0,17.0,4.0,7,427.0,1677.0,70.0,61,L3-14,L3-14
50,45,9,2,2,18,14,13.0,1295.0,3,8.0,480.0,1745.0,2.0,17.0,4.0,7,427.0,1722.0,25.0,61,L3-14,L3-14
50,45,10,2,2,18,14,13.0,1340.0,4,7.0,420.0,1730.0,17.0,17.0,5.0,6,366.0,1706.0,41.0,61,L3-14,L3-14
50,45,11,2,2,18,14,13.0,1385.0,5,5.0,300.0,1655.0,92.0,17.0,6.0,5,305.0,1690.0,57.0,61,L3-14,L3-14
50,45,12,2,2,18,14,13.0,1430.0,6,5.0,300.0,1700.0,47.0,17.0,6.0,5,305.0,1735.0,12.0,61,L3-14,L3-14
50,45,13,2,2,18,14,13.0,1475.0,6,5.0,300.0,1745.0,2.0,17.0,8.0,4,244.0,1719.0,28.0,61,L3-14,L3-14
50,45,3,3,3,20,14,13.0,1120.0,2,10.0,600.0,1685.0,62.0,19.0,3.0,8,488.0,1608.0,139.0,39,L3-14,L3-14
50,45,4,3,3,20,14,13.0,1165.0,2,10.0,600.0,1730.0,17.0,19.0,3.0,8,488.0,1653.0,94.0,39,L3-14,L3-14
50,45,5,3,3,20,14,13.0,1210.0,3,7.0,420.0,1595.0,152.0,19.0,4.0,7,427.0,1637.0,110.0,39,L3-14,L3-14
50,45,6,3,3,20,14,13.0,1255.0,3,7.0,420.0,1640.0,107.0,19.0,4.0,7,427.0,1682.0,65.0,39,L3-14,L3-14
50,45,7,3,3,20,14,13.0,1300.0,3,8.0,480.0,1745.0,2.0,19.0,4.0,7,427.0,1727.0,20.0,39,L3-14,L3-14
50,45,8,3,3,20,14,13.0,1345.0,4,7.0,420.0,1730.0,17.0,19.0,5.0,6,366.0,1711.0,36.0,39,L3-14,L3-14
50,45,9,3,3,20,14,13.0,1390.0,5,5.0,300.0,1655.0,92.0,19.0,6.0,5,305.0,1695.0,52.0,39,L3-14,L3-14
50,45,10,3,3,20,14,13.0,1435.0,6,5.0,300.0,1700.0,47.0,19.0,6.0,5,305.0,1740.0,7.0,39,L3-14,L3-14
50,45,11,3,3,20,14,13.0,1480.0,6,5.0,300.0,1745.0,2.0,19.0,8.0,4,244.0,1724.0,23.0,39,L3-14,L3-14
50,45,3,3,4,21,14,13.0,1159.0,2,10.0,600.0,1730.0,17.0,20.0,3.0,8,488.0,1647.0,100.0,48,L3-14,L3-14
50,45,4,3,4,21,14,13.0,1204.0,3,7.0,420.0,1595.0,152.0,20.0,4.0,7,427.0,1631.0,116.0,48,L3-14,L3-14
50,45,5,3,4,21,14,13.0,1249.0,3,7.0,420.0,1640.0,107.0,20.0,4.0,7,427.0,1676.0,71.0,48,L3-14,L3-14
50,45,6,3,4,21,14,13.0,1294.0,3,8.0,480.0,1745.0,2.0,20.0,4.0,7,427.0,1721.0,26.0,48,L3-14,L3-14
50,45,7,3,4,21,14,13.0,1339.0,4,7.0,420.0,1730.0,17.0,20.0,5.0,6,366.0,1705.0,42.0,48,L3-14,L3-14
50,45,8,3,4,21,14,13.0,1384.0,5,5.0,300.0,1655.0,92.0,20.0,6.0,5,305.0,1689.0,58.0,48,L3-14,L3-14
50,45,9,3,4,21,14,13.0,1429.0,6,5.0,300.0,1700.0,47.0,20.0,6.0,5,305.0,1734.0,13.0,48,L3-14,L3-14
50,45,10,3,4,21,14,13.0,1474.0,6,5.0,300.0,1745.0,2.0,20.0,8.0,4,244.0,1718.0,29.0,48,L3-14,L3-14
50,45,3,4,3,21,14,13.0,1176.0,2,10.0,600.0,1730.0,17.0,20.0,3.0,8,488.0,1664.0,83.0,48,L3-14,L3-14
50,45,4,4,3,21,14,13.0,1221.0,3,7.0,420.0,1595.0,152.0,20.0,4.0,7,427.0,1648.0,99.0,48,L3-14,L3-14
50,45,5,4,3,21,14,13.0,1266.0,3,7.0,420.0,1640.0,107.0,20.0,4.0,7,427.0,1693.0,54.0,48,L3-14,L3-14
50,45,6,4,3,21,14,13.0,1311.0,3,8.0,480.0,1745.0,2.0,20.0,4.0,7,427.0,1738.0,9.0,48,L3-14,L3-14
50,45,7,4,3,21,14,13.0,1356.0,4,7.0,420.0,1730.0,17.0,20.0,5.0,6,366.0,1722.0,25.0,48,L3-14,L3-14
50,45,8,4,3,21,14,13.0,1401.0,5,5.0,300.0,1655.0,92.0,20.0,6.0,5,305.0,1706.0,41.0,48,L3-14,L3-14
50,45,9,4,3,21,14,13.0,1446.0,6,5.0,300.0,1700.0,47.0,20.0,8.0,4,244.0,1690.0,57.0,48,L3-14,L3-14
50,45,10,4,3,21,14,13.0,1491.0,6,5.0,300.0,1745.0,2.0,20.0,8.0,4,244.0,1735.0,12.0,48,L3-14,L3-14
50,45,3,4,4,22,14,13.0,1215.0,3,7.0,420.0,1595.0,152.0,21.0,4.0,7,427.0,1642.0,105.0,33,L3-14,L3-14
50,45,4,4,4,22,14,13.0,1260.0,3,7.0,420.0,1640.0,107.0,21.0,4.0,7,427.0,1687.0,60.0,33,L3-14,L3-14
50,45,5,4,4,22,14,13.0,1305.0,3,8.0,480.0,1745.0,2.0,21.0,4.0,7,427.0,1732.0,15.0,33,L3-14,L3-14
50,45,6,4,4,22,14,13.0,1350.0,4,7.0,420.0,1730.0,17.0,21.0,5.0,6,366.0,1716.0,31.0,33,L3-14,L3-14
50,45,7,4,4,22,14,13.0,1395.0,5,5.0,300.0,1655.0,92.0,21.0,6.0,5,305.0,1700.0,47.0,33,L3-14,L3-14
50,45,8,4,4,22,14,13.0,1440.0,6,5.0,300.0,1700.0,47.0,21.0,6.0,5,305.0,1745.0,2.0,33,L3-14,L3-14
50,45,9,4,4,22,14,13.0,1485.0,6,5.0,300.0,1745.0,2.0,21.0,8.0,4,244.0,1729.0,18.0,33,L3-14,L3-14
50,48,3,2,2,18,14,13.0,1034.0,2,9.0,540.0,1598.0,149.0,17.0,3.0,7,427.0,1461.0,286.0,61,L3-14,L3-14
50,48,4,2,2,18,14,13.0,1082.0,2,10.0,600.0,1706.0,41.0,17.0,3.0,8,488.0,1570.0,177.0,61,L3-14,L3-14
50,48,5,2,2,18,14,13.0,1130.0,3,7.0,420.0,1574.0,173.0,17.0,3.0,8,488.0,1618.0,129.0,61,L3-14,L3-14
50,48,6,2,2,18,14,13.0,1178.0,3,8.0,480.0,1682.0,65.0,17.0,3.0,8,488.0,1666.0,81.0,61,L3-14,L3-14
50,48,7,2,2,18,14,13.0,1226.0,3,8.0,480.0,1730.0,17.0,17.0,4.0,7,427.0,1653.0,94.0,61,L3-14,L3-14
50,48,8,2,2,18,14,13.0,1274.0,4,6.0,360.0,1658.0,89.0,17.0,4.0,7,427.0,1701.0,46.0,61,L3-14,L3-14
50,48,9,2,2,18,14,13.0,1322.0,4,6.0,360.0,1706.0,41.0,17.0,5.0,6,366.0,1688.0,59.0,61,L3-14,L3-14
50,48,10,2,2,18,14,13.0,1370.0,5,5.0,300.0,1694.0,53.0,17.0,5.0,6,366.0,1736.0,11.0,61,L3-14,L3-14
50,48,11,2,2,18,14,13.0,1418.0,5,5.0,300.0,1742.0,5.0,17.0,6.0,5,305.0,1723.0,24.0,61,L3-14,L3-14
50,48,12,2,2,18,14,13.0,1466.0,8,4.0,240.0,1730.0,17.0,17.0,8.0,4,244.0,1710.0,37.0,61,L3-14,L3-14
50,48,3,3,3,20,14,13.0,1129.0,3,7.0,420.0,1574.0,173.0,19.0,3.0,8,488.0,1617.0,130.0,39,L3-14,L3-14
50,48,4,3,3,20,14,13.0,1177.0,3,8.0,480.0,1682.0,65.0,19.0,3.0,8,488.0,1665.0,82.0,39,L3-14,L3-14
50,48,5,3,3,20,14,13.0,1225.0,3,8.0,480.0,1730.0,17.0,19.0,4.0,7,427.0,1652.0,95.0,39,L3-14,L3-14
50,48,6,3,3,20,14,13.0,1273.0,4,6.0,360.0,1658.0,89.0,19.0,4.0,7,427.0,1700.0,47.0,39,L3-14,L3-14
50,48,7,3,3,20,14,13.0,1321.0,4,6.0,360.0,1706.0,41.0,19.0,5.0,6,366.0,1687.0,60.0,39,L3-14,L3-14
50,48,8,3,3,20,14,13.0,1369.0,5,5.0,300.0,1694.0,53.0,19.0,5.0,6,366.0,1735.0,12.0,39,L3-14,L3-14
50,48,9,3,3,20,14,13.0,1417.0,5,5.0,300.0,1742.0,5.0,19.0,6.0,5,305.0,1722.0,25.0,39,L3-14,L3-14
50,48,10,3,3,20,14,13.0,1465.0,8,4.0,240.0,1730.0,17.0,19.0,8.0,4,244.0,1709.0,38.0,39,L3-14,L3-14
50,48,3,3,4,21,14,13.0,1168.0,3,8.0,480.0,1682.0,65.0,20.0,3.0,8,488.0,1656.0,91.0,48,L3-14,L3-14
50,48,4,3,4,21,14,13.0,1216.0,3,8.0,480.0,1730.0,17.0,20.0,4.0,7,427.0,1643.0,104.0,48,L3-14,L3-14
50,48,5,3,4,21,14,13.0,1264.0,4,6.0,360.0,1658.0,89.0,20.0,4.0,7,427.0,1691.0,56.0,48,L3-14,L3-14
50,48,6,3,4,21,14,13.0,1312.0,4,6.0,360.0,1706.0,41.0,20.0,4.0,7,427.0,1739.0,8.0,48,L3-14,L3-14
50,48,7,3,4,21,14,13.0,1360.0,5,5.0,300.0,1694.0,53.0,20.0,5.0,6,366.0,1726.0,21.0,48,L3-14,L3-14
50,48,8,3,4,21,14,13.0,1408.0,5,5.0,300.0,1742.0,5.0,20.0,6.0,5,305.0,1713.0,34.0,48,L3-14,L3-14
50,48,9,3,4,21,14,13.0,1456.0,8,4.0,240.0,1730.0,17.0,20.0,8.0,4,244.0,1700.0,47.0,48,L3-14,L3-14
50,48,3,4,3,21,14,13.0,1185.0,3,8.0,480.0,1682.0,65.0,20.0,3.0,8,488.0,1673.0,74.0,48,L3-14,L3-14
50,48,4,4,3,21,14,13.0,1233.0,3,8.0,480.0,1730.0,17.0,20.0,4.0,7,427.0,1660.0,87.0,48,L3-14,L3-14
50,48,5,4,3,21,14,13.0,1281.0,4,6.0,360.0,1658.0,89.0,20.0,4.0,7,427.0,1708.0,39.0,48,L3-14,L3-14
50,48,6,4,3,21,14,13.0,1329.0,4,6.0,360.0,1706.0,41.0,20.0,5.0,6,366.0,1695.0,52.0,48,L3-14,L3-14
50,48,7,4,3,21,14,13.0,1377.0,5,5.0,300.0,1694.0,53.0,20.0,5.0,6,366.0,1743.0,4.0,48,L3-14,L3-14
50,48,8,4,3,21,14,13.0,1425.0,5,5.0,300.0,1742.0,5.0,20.0,6.0,5,305.0,1730.0,17.0,48,L3-14,L3-14
50,48,9,4,3,21,14,13.0,1473.0,8,4.0,240.0,1730.0,17.0,20.0,8.0,4,244.0,1717.0,30.0,48,L3-14,L3-14
50,48,3,4,4,22,14,13.0,1224.0,3,8.0,480.0,1730.0,17.0,21.0,4.0,7,427.0,1651.0,96.0,33,L3-14,L3-14
50,48,4,4,4,22,14,13.0,1272.0,4,6.0,360.0,1658.0,89.0,21.0,4.0,7,427.0,1699.0,48.0,33,L3-14,L3-14
50,48,5,4,4,22,14,13.0,1320.0,4,6.0,360.0,1706.0,41.0,21.0,4.0,7,427.0,1747.0,0.0,33,L3-14,L3-14
50,48,6,4,4,22,14,13.0,1368.0,5,5.0,300.0,1694.0,53.0,21.0,5.0,6,366.0,1734.0,13.0,33,L3-14,L3-14
50,48,7,4,4,22,14,13.0,1416.0,5,5.0,300.0,1742.0,5.0,21.0,6.0,5,305.0,1721.0,26.0,33,L3-14,L3-14
50,48,8,4,4,22,14,13.0,1464.0,8,4.0,240.0,1730.0,17.0,21.0,8.0,4,244.0,1708.0,39.0,33,L3-14,L3-14
50,50,3,2,2,18,14,13.0,1040.0,2,10.0,600.0,1700.0,47.0,17.0,3.0,7,427.0,1467.0,280.0,61,L3-14,L3-14
50,50,4,2,2,18,14,13.0,1090.0,3,7.0,420.0,1570.0,177.0,17.0,3.0,8,488.0,1578.0,169.0,61,L3-14,L3-14
50,50,5,2,2,18,14,13.0,1140.0,3,7.0,420.0,1620.0,127.0,17.0,3.0,8,488.0,1628.0,119.0,61,L3-14,L3-14
50,50,6,2,2,18,14,13.0,1190.0,3,8.0,480.0,1730.0,17.0,17.0,3.0,8,488.0,1678.0,69.0,61,L3-14,L3-14
50,50,7,2,2,18,14,13.0,1240.0,4,6.0,360.0,1660.0,87.0,17.0,4.0,7,427.0,1667.0,80.0,61,L3-14,L3-14
50,50,8,2,2,18,14,13.0,1290.0,4,6.0,360.0,1710.0,37.0,17.0,4.0,7,427.0,1717.0,30.0,61,L3-14,L3-14
50,50,9,2,2,18,14,13.0,1340.0,6,5.0,300.0,1700.0,47.0,17.0,5.0,6,366.0,1706.0,41.0,61,L3-14,L3-14
50,50,10,2,2,18,14,13.0,1390.0,8,4.0,240.0,1690.0,57.0,17.0,6.0,5,305.0,1695.0,52.0,61,L3-14,L3-14
50,50,11,2,2,18,14,13.0,1440.0,8,4.0,240.0,1740.0,7.0,17.0,6.0,5,305.0,1745.0,2.0,61,L3-14,L3-14
50,50,3,3,3,20,14,13.0,1135.0,3,7.0,420.0,1620.0,127.0,19.0,3.0,8,488.0,1623.0,124.0,39,L3-14,L3-14
50,50,4,3,3,20,14,13.0,1185.0,3,8.0,480.0,1730.0,17.0,19.0,3.0,8,488.0,1673.0,74.0,39,L3-14,L3-14
50,50,5,3,3,20,14,13.0,1235.0,4,6.0,360.0,1660.0,87.0,19.0,4.0,7,427.0,1662.0,85.0,39,L3-14,L3-14
50,50,6,3,3,20,14,13.0,1285.0,4,6.0,360.0,1710.0,37.0,19.0,4.0,7,427.0,1712.0,35.0,39,L3-14,L3-14
50,50,7,3,3,20,14,13.0,1335.0,6,5.0,300.0,1700.0,47.0,19.0,5.0,6,366.0,1701.0,46.0,39,L3-14,L3-14
50,50,8,3,3,20,14,13.0,1385.0,8,4.0,240.0,1690.0,57.0,19.0,6.0,5,305.0,1690.0,57.0,39,L3-14,L3-14
50,50,9,3,3,20,14,13.0,1435.0,8,4.0,240.0,1740.0,7.0,19.0,6.0,5,305.0,1740.0,7.0,39,L3-14,L3-14
50,50,3,3,4,21,14,13.0,1174.0,3,8.0,480.0,1730.0,17.0,20.0,3.0,8,488.0,1662.0,85.0,48,L3-14,L3-14
50,50,4,3,4,21,14,13.0,1224.0,4,6.0,360.0,1660.0,87.0,20.0,4.0,7,427.0,1651.0,96.0,48,L3-14,L3-14
50,50,5,3,4,21,14,13.0,1274.0,4,6.0,360.0,1710.0,37.0,20.0,4.0,7,427.0,1701.0,46.0,48,L3-14,L3-14
50,50,6,3,4,21,14,13.0,1324.0,6,5.0,300.0,1700.0,47.0,20.0,5.0,6,366.0,1690.0,57.0,48,L3-14,L3-14
50,50,7,3,4,21,14,13.0,1374.0,8,4.0,240.0,1690.0,57.0,20.0,5.0,6,366.0,1740.0,7.0,48,L3-14,L3-14
50,50,8,3,4,21,14,13.0,1424.0,8,4.0,240.0,1740.0,7.0,20.0,6.0,5,305.0,1729.0,18.0,48,L3-14,L3-14
50,50,3,4,3,21,14,13.0,1191.0,3,8.0,480.0,1730.0,17.0,20.0,3.0,8,488.0,1679.0,68.0,48,L3-14,L3-14
50,50,4,4,3,21,14,13.0,1241.0,4,6.0,360.0,1660.0,87.0,20.0,4.0,7,427.0,1668.0,79.0,48,L3-14,L3-14
50,50,5,4,3,21,14,13.0,1291.0,4,6.0,360.0,1710.0,37.0,20.0,4.0,7,427.0,1718.0,29.0,48,L3-14,L3-14
50,50,6,4,3,21,14,13.0,1341.0,6,5.0,300.0,1700.0,47.0,20.0,5.0,6,366.0,1707.0,40.0,48,L3-14,L3-14
50,50,7,4,3,21,14,13.0,1391.0,8,4.0,240.0,1690.0,57.0,20.0,6.0,5,305.0,1696.0,51.0,48,L3-14,L3-14
50,50,8,4,3,21,14,13.0,1441.0,8,4.0,240.0,1740.0,7.0,20.0,6.0,5,305.0,1746.0,1.0,48,L3-14,L3-14
50,50,3,4,4,22,14,13.0,1230.0,4,6.0,360.0,1660.0,87.0,21.0,4.0,7,427.0,1657.0,90.0,33,L3-14,L3-14
50,50,4,4,4,22,14,13.0,1280.0,4,6.0,360.0,1710.0,37.0,21.0,4.0,7,427.0,1707.0,40.0,33,L3-14,L3-14
50,50,5,4,4,22,14,13.0,1330.0,6,5.0,300.0,1700.0,47.0,21.0,5.0,6,366.0,1696.0,51.0,33,L3-14,L3-14
50,50,6,4,4,22,14,13.0,1380.0,8,4.0,240.0,1690.0,57.0,21.0,5.0,6,366.0,1746.0,1.0,33,L3-14,L3-14
50,50,7,4,4,22,14,13.0,1430.0,8,4.0,240.0,1740.0,7.0,21.0,6.0,5,305.0,1735.0,12.0,33,L3-14,L3-14
55,48,3,2,2,18,14,13.0,1039.0,2,9.0,540.0,1603.0,144.0,17.0,3.0,7,427.0,1466.0,281.0,61,L3-14,L3-14
55,48,4,2,2,18,14,13.0,1087.0,2,10.0,600.0,1711.0,36.0,17.0,3.0,8,488.0,1575.0,172.0,61,L3-14,L3-14
55,48,5,2,2,18,14,13.0,1135.0,3,7.0,420.0,1579.0,168.0,17.0,3.0,8,488.0,1623.0,124.0,61,L3-14,L3-14
55,48,6,2,2,18,14,13.0,1183.0,3,8.0,480.0,1687.0,60.0,17.0,3.0,8,488.0,1671.0,76.0,61,L3-14,L3-14
55,48,7,2,2,18,14,13.0,1231.0,3,8.0,480.0,1735.0,12.0,17.0,4.0,7,427.0,1658.0,89.0,61,L3-14,L3-14
55,48,8,2,2,18,14,13.0,1279.0,4,6.0,360.0,1663.0,84.0,17.0,4.0,7,427.0,1706.0,41.0,61,L3-14,L3-14
55,48,9,2,2,18,14,13.0,1327.0,4,6.0,360.0,1711.0,36.0,17.0,5.0,6,366.0,1693.0,54.0,61,L3-14,L3-14
55,48,10,2,2,18,14,13.0,1375.0,5,5.0,300.0,1699.0,48.0,17.0,5.0,6,366.0,1741.0,6.0,61,L3-14,L3-14
55,48,11,2,2,18,14,13.0,1423.0,5,5.0,300.0,1747.0,0.0,17.0,6.0,5,305.0,1728.0,19.0,61,L3-14,L3-14
55,48,12,2,2,18,14,13.0,1471.0,8,4.0,240.0,1735.0,12.0,17.0,8.0,4,244.0,1715.0,32.0,61,L3-14,L3-14
55,48,3,3,3,20,14,13.0,1134.0,3,7.0,420.0,1579.0,168.0,19.0,3.0,8,488.0,1622.0,125.0,39,L3-14,L3-14
55,48,4,3,3,20,14,13.0,1182.0,3,8.0,480.0,1687.0,60.0,19.0,3.0,8,488.0,1670.0,77.0,39,L3-14,L3-14
55,48,5,3,3,20,14,13.0,1230.0,3,8.0,480.0,1735.0,12.0,19.0,4.0,7,427.0,1657.0,90.0,39,L3-14,L3-14
